gene bac body
100168822 3196 75065
100168823 54 37
100168824 510 782
100168826 481 1106
100168827 8 27
100168828 569 539
100168829 40 960
100168830 0 0
100168831 2228 1921
100168832 167 212
100168833 361 995
100168834 236 2919
100168835 53 278
100168836 26 803
100168837 295 435
100168839 154 425
100168840 14 33
100168841 0 0
100168842 1363 1567
100168843 186 520
100168844 917 2153
100168845 1066 1021
100168846 972 1009
100168847 0 0
100168848 8 132
100168849 697 923
100168850 1552 2517
100168851 27 35
100168852 299 849
100168855 1259 3823
100168856 673 521
100168857 12 140
100168858 2099 2107
100168859 500 522
100168860 3506 2919
100168861 219 211
100168862 11213 11993
100168863 399 454
100168864 10222 7767
100168865 6 260
100168866 0 0
100168867 919 987
100168868 800 1099
100168869 7 8
100168870 922 1915
100168871 639 884
100168872 311 392
100168873 0 0
100168875 2140 2293
100168876 479 442
100168877 1451 2148
100168878 25 131
100168879 694 910
100168880 96 326
100168884 2222 2890
100168886 1525 3629
100168887 522 717
100168889 13462 11689
100168890 2729 3958
100168891 714 785
100168892 2842 2525
100168895 444 474
100168896 1060 990
100168897 89 343
100168899 0 0
100168900 419 608
100168901 67 251
100168902 633 854
100168904 23 104
100168905 4049 4975
100168906 15 39
100168908 567 696
100168909 472 647
100168911 102 185
100168913 623 1184
100168914 74 42
100168915 281 316
100168916 501 733
100168918 353 351
100168919 1642 1769
100168920 296 447
100168922 42 223
100168923 56 330
100168924 83 223
100168925 182 626
100168926 226 444
100168927 535 923
100168928 39 90
100168929 1527 702
100168930 610 596
100168933 2165 2136
100168934 127 175
100168935 25 14
100168936 1071 1471
100168937 216 174
100168938 1846 2201
100168939 848 883
100168941 316 549
100168942 122 599
100168943 5795 7870
100168944 324 470
100168945 6228 6177
100168946 21 2723
100168947 1078 1037
100168948 695 823
100168949 1609 2358
100168950 838 790
100168951 865 1156
100168952 19 441
100168953 3 117
100168955 2123 2172
100168956 512 544
100168957 1246 1334
100168958 2300 2523
100168960 1568 1866
100168961 117 102
100168962 830 760
100168963 2467 1989
100168964 26 667
100168968 17364 7678
100168970 1404 1723
100168972 630 730
100168973 3861 4348
100168974 11 134
100168975 5712 584
100168978 264 1249
100168979 52 255
100168980 888 844
100168981 166 228
100168983 3261 1278
100168985 553 712
100168986 2622 2588
100168987 374 226
100168988 83 92
100168989 183 275
100168990 0 0
100168991 154 255
100168992 104 128
100168993 1418 1941
100168995 296 1514
100168996 675 711
100168997 308 394
100168998 228 176
100168999 5343 5362
100169001 1891 2825
100169003 1583 3032
100169004 1858 1896
100169006 2637 3212
100169007 11702 10907
100169008 5474 1255
100169009 578 822
100169010 40 2
100169012 1911 2092
100169013 13 13
100169015 17 101
100169017 16 210
100169018 299 1238
100169022 1271 2045
100169023 26 24
100169025 484 607
100169028 150 325
100169030 1894 1849
100169031 1 166
100169032 665 587
100169035 316 319
100169036 546 728
100169038 478 868
100169040 3119 2958
100169041 44 141
100169043 437 681
100169044 229 626
100169045 0 0
100169046 7 5
100169047 506 696
100169049 735 74
100169050 1734 3271
100169052 9813 1875
100169054 23 108
100169056 0 0
100169058 1960 1542
100169061 492 825
100169062 1781 3777
100169063 0 0
100169064 773 804
100169066 2384 3453
100169068 29941 14622
100169069 264 385
100169073 363 546
100169075 448 752
100169076 669 731
100169079 270 354
100169080 27 65
100169081 1666 1673
100169082 28 672
100169083 900 1189
100169084 145 23
100169085 2 22
100169086 215 315
100169087 118 262
100169088 683 845
100169089 7410 4386
100169090 2796 4236
100169092 451 260
100169093 16056 10029
100169094 1709 1781
100169095 1140 888
100169098 71 43
100169099 0 0
100169100 2 1
100169101 28 251
100169102 1727 2236
100169103 16080 9100
100169104 10 38
100169105 2 69
100169107 11908 18263
100169109 0 0
100169110 144 138
100169111 86 128
100169113 442 509
100169114 400 382
100169115 3971 1032
100169117 229 1321
100169118 8640 5037
100169119 1141 1881
100169120 33 425
100169122 109277 112894
100169124 145 187
100169125 660 10873
100169126 436 506
100169127 6 11
100169128 122 211
100169129 7455 1061
100169130 4703 7309
100169131 40 1256
100169133 0 0
100169134 12 51
100169136 766 899
100169137 305 456
100169138 809 1135
100169140 1521 2124
100169141 205 2907
100169142 840 1189
100169143 65 117
100169144 477 1132
100169146 0 6
100169147 0 0
100169149 1134 683
100169150 1571 2173
100169151 4258 5881
100169152 66 411
100169153 451 759
100169154 1055 1701
100169155 405 460
100169156 117 627
100169157 17 15
100169159 1068 1001
100169160 19 629
100169161 6 40
100169162 16 558
100169163 364 372
100169164 1377 1918
100169165 0 0
100169166 872 3838
100169167 137 179
100169168 60 110
100169170 87 38
100169171 14066 47365
100169172 6 4
100169173 52 351
100169174 918 1193
100169175 3764 4327
100169176 98 1257
100169177 2302 4344
100169179 800 589
100169180 1746 1408
100169181 111 245
100169182 193 310
100169183 948 1489
100169185 0 0
100169186 23 137
100169187 6857 7188
100169188 2749 3084
100169189 34 79
100169192 313 513
100169193 2514 1892
100169194 344 395
100169195 24 396
100169196 2 42
100169197 128 263
100169199 318 433
100169200 176 191
100169201 7445 5140
100169203 217 552
100169204 267 235
100169206 1773 2346
100169207 83 116
100169208 218 1149
100169209 888 424
100169210 0 1
100169212 104 296
100169213 0 0
100169215 669 759
100169216 13315 13368
100169217 290 328
100169218 8 66
100169219 502 562
100169220 770 834
100169221 5 100
100169222 1140 1477
100169224 531 882
100169226 455 416
100169227 17 25
100169228 1289 623
100169229 576 1416
100169230 144 203
100169231 1064 1044
100169232 78 116
100169233 0 0
100169234 772 782
100169235 1058 4204
100169236 28 61
100169237 925 772
100169238 212 250
100169239 1063 979
100169240 489 747
100169241 739 572
100169242 27 284
100169243 13255 119961
100169245 11506 10124
100169246 15971 14440
100169247 908 1600
100169248 0 0
100169249 14 264
100169250 69 1162
100169251 973 1382
100169253 217 250
100169254 3690 5130
100169255 12 25
100169257 8737 755
100169258 3685 2342
100169259 331 302
100169260 440 289
100169261 1009 1278
100169262 554 861
100169263 298 235
100169264 15952 10123
100169265 658 542
100169267 393 573
100169268 2126 1968
100169270 171 253
100169271 8 80
100169272 476 698
100169273 0 0
100169274 1079 2728
100169275 6 7
100169276 1142 1550
100169277 129 50
100169278 194 231
100169279 99 33
100169280 17140 270725
100169281 446 594
100169283 12405 16776
100169284 77 1277
100169286 417 595
100169287 238 1039
100169288 32 104
100169289 659 700
100169291 520 641
100169292 0 0
100169293 34962 34790
100169294 66 360
100169295 2392 1884
100169297 465 618
100169298 1993 2800
100169299 59 70
100169301 923 962
100169303 59 9
100169304 1604 1874
100169305 174 280
100169306 794 594
100169307 724 724
100169308 190 714
100169309 816 1156
100169311 17 11
100169313 2362 73
100169314 894 1096
100169315 1926 5376
100169316 775 2075
100169317 1048 25672
100169318 87 1023
100169319 9884 11111
100169320 1537 2427
100169321 634 893
100169322 1 0
100169323 260 282
100169326 215 229
100169327 1231 1074
100169328 907 2649
100169330 458 537
100169331 346 3930
100169332 444 6572
100169333 87 64
100169336 1101 1034
100169337 795 775
100169338 3 6
100169339 1424 2306
100169340 181 1168
100169341 122 912
100169342 1 0
100169344 0 0
100169345 7903 9358
100169346 1068 1462
100169347 709 794
100169349 1375 1262
100169350 10 70
100169351 218 2164
100169352 545 1499
100169353 668 939
100169354 1174 1716
100169355 13 9
100169356 0 0
100169357 80725 50717
100169358 10 164
100169359 48 183
100169360 176 316
100169361 177 376
100169363 793 971
100169366 1126 882
100169367 1167 928
100169368 116 127
100169369 1326 1303
100169370 33 227
100169371 2344 1223
100169372 264 493
100169373 647 1235
100169374 1608 2077
100169375 16 18
100169376 620 22825
100169377 2673 2134
100169378 712 896
100169379 132 252
100169380 312 463
100169381 546 664
100169382 375 668
100169384 8176 9497
100169385 3 5
100169386 31470 28327
100169388 106 83
100169389 240 237
100169390 7470 6630
100169392 19 8
100169393 233 132
100169394 1415 3123
100169395 11824 12032
100169397 156 261
100169399 0 2
100169400 136 289
100169401 498 594
100169402 24 299
100169404 1147 1481
100169405 208 371
100169406 3967 3958
100169407 1865 2250
100169408 619 891
100169409 244 451
100169410 1982 1831
100169411 468 578
100169413 84 1026
100169414 133 181
100169415 290 1082
100169416 198 1541
100169417 34 646
100169418 247 395
100169419 110 129
100169421 453 669
100169422 9757 10442
100169424 182 263
100169425 970 2093
100169426 0 0
100169427 665 822
100169428 142 288
100169429 2811 3224
100169431 540 492
100169432 398 348
100169433 256 819
100169434 1 2
100169435 6 91
100169439 7910 4792
100169440 525 223
100169441 354 550
100169442 22331 26624
100169444 1111 1413
100169445 384 604
100169447 0 1
100169448 805 1039
100169450 5479 5117
100169453 2809 410
100169456 2244 2156
100169457 32269 65468
100169458 9812 410
100169459 2452 3024
100169460 1266 1688
100169461 1018 1411
100169462 27 25
100169463 0 0
100169464 2623 2491
100169465 308 337
100169466 11 41
100169467 12 4
100169468 123 442
100169469 2237 1668
100169470 0 3
100169471 604 1122
100169472 1 0
100169473 3 137
100169475 252 401
100169476 1210 982
100169477 330 358
100169478 296 313
100169479 1051 1736
100169480 314 6962
100169481 405 289
100169482 17 34
100169483 1477 2092
100169485 6761 20007
100169486 47 124
100169487 251 1994
100169488 1944 2185
100169489 901 891
100169490 2029 71
100169491 1262 1582
100169493 434 698
100169494 587 863
100169495 1515 1812
100169496 8 6
100169498 545 608
100169499 5324 7289
100169501 32556 6704
100169502 2691 2635
100169504 3106 1223
100169505 235 393
100169507 322 403
100169508 821 773
100169510 138 228
100169512 590 1030
100169513 4 5
100169514 6 8
100169515 24438 22228
100169516 75 840
100169518 1598 2158
100169520 245 2157
100169521 1005 1574
100169523 907 1053
100169524 32575 33415
100169525 847 1085
100169526 1 87
100169527 1031 1114
100169528 1754 2699
100169529 675 691
100169530 47 186
100169531 296 1157
100169533 40 608
100169534 0 0
100169535 13 77
100169536 508 739
100169538 4413 2261
100169539 1992 2109
100169540 130 3347
100169542 1403 1829
100169543 649 663
100169544 31 93
100169545 3640 3823
100169546 2011 2160
100169547 10 108
100169548 247 253
100169551 3202 504
100169552 72 55
100169553 651 772
100169554 687 100
100169555 525 2551
100169556 5833 7729
100169557 0 0
100169560 149 347
100169561 1139 1261
100169563 1372 2074
100169564 1075 1355
100169565 290 1094
100169566 489 471
100169567 2180 2682
100169568 1085 1273
100169569 6545 5950
100169571 9145 5458
100169572 285 212
100169573 420 426
100169574 153 619
100169576 175 222
100169579 459 565
100169580 84 121
100169581 518 201
100169582 2 42
100169583 0 0
100169584 601 834
100169585 393 501
100169586 76 76
100169587 1312 1860
100169588 13 5
100169591 9169 9047
100169592 456 3275
100169595 78 456
100169596 0 0
100169597 25293 22120
100169598 231 427
100169601 415 1293
100169602 293 604
100169603 135 56
100169604 2681 5921
100169605 662 1125
100169606 1125 1541
100169607 38 29
100169608 583 820
100169609 54 944
100169611 44 627
100169612 10 484
100169613 3671 10950
100169614 1295 2232
100169615 1053 139
100169616 300 425
100169617 485 888
100169618 613 738
100169619 133 578
100169620 455 625
100169621 659 1136
100169622 19 370
100169623 987 996
100169624 879 1446
100169625 0 1
100169626 274 169
100169628 220 501
100169629 20 195
100169630 2595 3189
100169631 9117 7374
100169632 23 24
100169633 0 121
100169634 7718 10629
100169635 554 1822
100169636 4493 4826
100169637 1883 1416
100169639 0 1
100169640 464 394
100169643 565 481
100169644 491 843
100169645 4248 4311
100169646 248 370
100169647 22 281
100169648 296 745
100187582 88 2339
100187583 0 20
100187584 11 555
100187585 3 293
100188892 500 1822
100188938 942 805
100188951 1 3
100188957 903 912
100188959 7055 6742
100188960 935 912
100188962 121 187
100190979 0 0
100190997 1464 1886
100190998 9161 6614
100191001 22324 13071
100216490 26 14
100294629 25 90
100301490 2 53
100301491 5988 4200
100301492 5 52
100301633 49 234
100301916 34 113
100301917 1000 1548
100301947 178 335
100301948 644 807
100302105 2466 2879
100302297 1866 1224
100302319 863 789
100302320 488 370
100302321 2395 1933
100302322 77 3114
100302323 687 674
100302325 1771 2433
100302326 184 758
100302327 13 47
100302332 1315 1096
100302333 0 3
100302335 0 6
100302370 445 1954
100302371 249 847
100302376 53 200
100302379 127 170
100302380 141 125
100302381 30 135
100302382 40 35
100302383 0 34
100302384 548 801
100302387 205 197
100302403 50 339
100302406 923 1210
100302428 0 3
100302429 0 0
100302430 6675 18468
100302433 436 66
100302439 29 83
100302440 26 41
100302446 117 181
100302455 62 685
100302457 0 0
100302461 19 159
100302462 64 86
100302463 221 208
100302464 0 6
100302467 65 53
100302468 802 944
100302473 942 36
100302475 776 265
100302478 712 3214
100302479 88 569
100302480 28 77
100302481 244 1209
100302482 1457 1330
100302483 3009 3886
100302484 360 3392
100302485 7 87
100302486 79 45
100302487 74 259
100302488 1127 949
100302489 529 513
100302490 1087 1648
100302491 88 86
100302492 195 1142
100302493 37047 1312
100302494 4933 191
100302495 411 506
100302497 143 251
100302524 68 86
100302630 145 634
100302631 479 448
100302632 0 0
100302633 3 2
100306981 8 198
100313940 752 1382
100328916 5 36
100328917 5 1
100484984 4704 3761
100534623 433 705
100534629 879 1538
100534630 427 551
100534631 17 449
100534636 42 289
100551514 201 217
100568463 13 22
100568464 0 1
100568465 84 194
100568466 20 11
100568467 4 76
100568468 117 76
100568471 0 0
100568472 0 0
100568474 1 3
100568475 0 0
100568480 1701 1232
100568484 35 20
100568486 187 199
100568490 62 48
100568491 30 65
100568493 82 848
100568495 0 0
100568496 0 0
100568497 0 0
100568498 135 161
100568499 94 70
100568500 0 0
100568501 26 177
100568503 2 14
100568506 14 42
100568507 0 0
100568508 233 59
100568511 3 2
100568512 14 282
100568515 0 0
100568516 0 0
100568517 469 566
100568518 10 359
100568521 2 0
100568522 0 0
100568528 19 44
100568529 0 3
100568530 0 0
100568531 0 36
100568534 124 388
100568537 265 212
100568539 1 1
100568540 3 0
100568543 2 22
100568544 0 0
100568545 0 0
100568546 0 14
100568547 52 60
100568548 1 0
100568549 0 0
100568550 8 14
100568552 0 0
100568554 303 522
100568556 1 1
100568558 8 2
100568560 19 11
100568561 9 186
100568563 2 0
100568564 4 3
100568565 62 109
100568566 1 29
100568573 40 124
100568575 1 13
100568576 0 0
100568577 15 2
100568581 0 0
100568585 0 0
100568586 8 2
100568587 4 78
100568588 1 8
100568589 184 168
100568591 10 27
100568592 4 130
100568594 0 0
100568595 156 192
100568596 6 5
100568597 436 105
100568604 0 0
100568605 0 0
100568606 1410 960
100568607 72 76
100568609 0 2
100568610 0 0
100568615 1 34
100568616 75 76
100568618 0 0
100568619 17 6
100568620 43 60
100568622 0 0
100568624 0 0
100568628 44 18
100568629 1 1
100568630 2 0
100568632 66 200
100568633 7 10
100568635 0 0
100568636 15 251
100568637 12 28
100568638 142 57
100568642 225 307
100568643 4 11
100568644 6 6
100568647 6 14
100568648 1 4
100568649 16 130
100568651 5 6
100568652 0 0
100568657 0 0
100568658 0 0
100568659 20 102
100568661 1 2
100568662 1 3
100568667 0 1
100568668 5 33
100568669 11 8
100568670 48023 1370
100568671 2 12
100568673 23 390
100568675 98 1558
100568676 40 132
100568678 170 213
100568682 0 5
100568686 0 0
100568687 10 9
100568691 84 306
100568692 1 0
100568695 6 33
100568696 0 0
100568704 146 269
100568705 15 16
100568706 5 2
100568707 20 55
100568708 0 0
100568709 112 212
100568710 0 0
100568712 2 2
100568715 141 223
100568717 1 4
100568719 17 13
100568720 1 0
100568721 5 25
100568726 8 5
100568729 73 166
100568731 13 0
100568733 0 0
100568734 17 22
100568735 5 52
100568736 0 0
100568737 0 0
100568738 12 4
100568740 27 28
100568741 430 345
100568742 42 333
100568743 34 26
100568744 0 0
100568749 30 36
100568750 0 0
100568751 0 0
100568753 0 0
100568754 0 0
100568755 19 16
100568756 8 38
100568757 86 228
100568758 26 139
100568761 32 264
100568763 0 0
100568764 643 808
100568765 0 3
100568766 105 173
100568768 244 384
100568769 1 9
100568772 7 17
100568773 2 66
100568774 21 24
100568776 179 483
100568777 19 27
100568780 544 477
100568787 19 110
100568788 0 0
100568790 0 3
100568791 0 0
100568795 132 558
100568796 6 1
100568797 240 220
100568798 46 38
100568799 0 0
100568800 0 1
100568801 0 0
100568803 294 432
100568805 0 0
100568806 0 0
100568807 85 70
100568808 125 211
100568810 1 1
100568811 15 214
100568816 0 0
100568818 83 531
100568820 3 0
100568822 0 0
100568825 17 25
100568826 6 2
100568829 0 0
100568830 39 107
100568831 7 25
100568832 230 128
100568833 27 42
100568834 0 3
100568835 2 10
100568836 45 61
100568837 1704 1730
100568838 0 0
100568839 5 30
100568840 27 12
100568841 3 184
100568842 0 0
100568843 0 0
100568852 0 0
100568853 1 14
100568855 0 0
100568857 0 0
100568859 0 0
100568861 43 580
100568864 4 8
100568867 480 99
100568869 14 7
100568871 15 24
100568874 37 71
100568877 0 1
100568878 0 0
100568880 0 0
100568882 174 216
100568883 1 2
100568884 2 11
100568886 99 256
100568889 22 31
100568890 32 236
100568891 11 6
100568892 0 0
100568897 0 0
100568898 2 13
100568899 0 0
100568901 6 3
100568902 7 57
100568906 52 361
100568907 0 0
100568908 0 0
100568909 0 5
100568913 28 56
100568914 486 825
100568915 257 1272
100568916 0 0
100568917 3 15
100568919 102 239
100568923 30 88
100568925 0 0
100568929 0 0
100568931 3 8
100568933 280 536
100568935 358 325
100568936 3 1
100568937 58 363
100568938 8 171
100568940 0 0
100568944 2 6
100568947 0 31
100568949 0 0
100568950 5 16
100568954 0 12
100568955 685 589
100568956 1 20
100568957 1 0
100568959 3 0
100568963 237 449
100568964 9 54
100568968 0 0
100568970 22 18
100568976 0 2
100568977 580 503
100568979 3 23
100568980 277 428
100568983 65 287
100568984 97 90
100568985 5 3
100568986 2 9
100568987 98 55
100568991 0 0
100568993 0 0
100568996 0 0
100568997 0 0
100568998 0 0
100568999 0 3
100569000 365 382
100569001 0 0
100569002 1 30
100569003 20 12
100569004 0 0
100569006 1 0
100569007 0 11
100569008 330 639
100569009 0 0
100569010 173 255
100569014 0 17
100569015 1 0
100569017 111 89
100569019 517 585
100569021 911 363
100569022 18 21
100569025 0 0
100569027 0 0
100569028 0 0
100569029 0 0
100569031 0 15
100569033 11 12
100569034 2054 968
100569037 0 0
100569038 419 1721
100569042 49 79
100569044 455 1
100569046 0 10
100569048 12 11
100569050 0 0
100569052 26 96
100569053 0 0
100569054 12 61
100569056 95 136
100569057 4 0
100569060 78 510
100569061 0 0
100569062 1 9
100569063 0 10
100569064 11 22
100569066 6 16
100569067 0 0
100569068 0 0
100569070 3 6
100569071 2 11
100569072 0 0
100569077 0 6
100569078 0 0
100569079 0 0
100569082 0 0
100569083 0 0
100569084 3692 2295
100569088 0 0
100569092 700 1305
100569094 22 485
100569101 0 0
100569104 105 678
100569108 3 8
100569111 0 0
100569112 7 8
100569114 170 1733
100569120 3 2
100569121 7 124
100569124 0 1
100569125 25 37
100569126 0 2
100569127 0 0
100569128 0 0
100569129 139 122
100569135 37 26
100569137 0 0
100569141 6 8
100569143 22 12
100569144 48 61
100569145 636 974
100569146 1069 1201
100569149 37 33
100569152 132 324
100569153 242 192
100569154 4706 4192
100569156 0 0
100569159 81 403
100569160 3 12
100569161 300 340
100569162 5 93
100569165 0 0
100569166 3 29
100569168 0 2
100569169 65 58
100569170 3 149
100569174 7 2
100569176 126 426
100569177 0 0
100569178 0 0
100569179 10 35
100569180 570 214
100569181 1286 849
100569182 0 0
100569183 0 0
100569185 16 15
100569188 0 0
100569189 5 1
100569191 1 2
100569193 0 0
100569194 0 0
100569195 17 14
100569196 16 10
100569197 0 18
100569198 119 183
100569199 30 245
100569200 805 930
100569203 5 55
100569206 0 0
100569207 2 2
100569208 0 0
100569212 0 0
100569213 0 0
100569214 11 103
100569216 288 448
100569217 0 0
100569220 0 1
100569221 1 0
100569223 10 7
100569224 369 72
100569225 63 697
100569226 1 0
100569227 16 178
100569228 2 16
100569232 0 0
100569234 296 314
100569235 365 26
100569236 0 0
100569237 80 111
100569238 0 0
100569242 0 6
100569244 0 2
100569246 0 0
100569247 0 0
100569249 6 4
100569250 0 8
100569251 19 187
100569252 0 0
100569254 144 230
100569256 301 735
100569257 2 4
100569259 0 1
100569260 11 5
100569263 46 187
100569264 19 205
100569266 0 0
100569269 0 0
100569270 0 0
100569272 36 156
100569275 1190 837
100569278 3 50
100569279 197 568
100569280 1157 3566
100569281 111 307
100569282 6 51
100569292 19 175
100569295 428 718
100569296 25 24
100569297 2 2
100569299 36 12
100569301 425 528
100569302 4 7
100569303 25 77
100569305 0 0
100569306 10 18
100569308 19 53
100569310 0 0
100569311 3 0
100569316 0 0
100569317 4 6
100569319 2 0
100569320 0 0
100569327 11 242
100569330 926 1489
100569331 0 2
100569333 151 140
100569334 66 80
100569335 111 449
100569336 223 285
100569337 285 368
100569340 0 17
100569341 14 29
100569343 0 0
100569345 0 1
100569347 109 499
100569349 0 0
100569354 34 3
100569355 2 2
100569357 0 1
100569360 88 827
100569361 0 23
100569363 1 2
100569364 0 2
100569367 693 1232
100569368 1 0
100569370 4 9
100569371 4 28
100569372 4 2
100569374 0 0
100569376 0 0
100569377 0 42
100569380 0 0
100569382 0 0
100569384 205 3
100569387 0 0
100569388 1 18
100569393 189 227
100569394 84 78
100569397 106 15
100569400 0 0
100569402 19 89
100569403 5 113
100569405 40 22
100569406 30 48
100569412 0 0
100569414 0 0
100569418 0 0
100569420 876 1802
100569421 198 22
100569425 0 0
100569429 63 440
100569430 9 65
100569439 0 0
100569440 11 41
100569441 0 0
100569442 227 330
100569443 30 12
100569444 205 159
100569445 0 7
100569446 578 664
100569447 1630 1131
100569448 28 29
100569451 7 137
100569452 16 104
100569454 12 2
100569456 5 8
100569457 202 313
100569458 99 542
100569459 110 213
100569462 0 0
100569464 4 33
100569465 1 0
100569466 33 53
100569468 0 0
100569472 0 0
100569473 5 21
100569479 1885 2102
100569481 0 13
100569483 93 192
100569484 814 923
100569485 0 0
100569489 0 2
100569491 111 49
100569493 313 576
100569494 12 15
100569496 0 0
100569497 342 446
100569500 0 0
100569501 1679 1562
100569502 94 464
100569504 0 0
100569507 640 34
100569508 13 13
100569509 70 1225
100569510 13 19
100569512 690 990
100569514 364 501
100569515 1643 6955
100569517 9 183
100569518 0 0
100569519 0 0
100569521 341 533
100569522 0 0
100569524 14 18
100569528 1 3
100569533 18 86
100569534 0 0
100569538 0 0
100569539 55 127
100569540 0 0
100569543 0 0
100569544 0 0
100569547 0 0
100569548 6 97
100569549 90 149
100569551 19 175
100569552 106 20
100569554 390 451
100569557 29 19
100569561 0 0
100569563 56 76
100569565 0 22
100569566 0 0
100569567 7 455
100569570 194 245
100569574 0 0
100569575 0 4
100569577 0 1
100569578 267 305
100569579 1 2
100569581 200 436
100569583 11 9
100569586 0 2
100569588 0 6
100569590 9 22
100569591 193 275
100569593 271 1831
100569594 0 0
100569597 0 0
100569598 15 43
100569599 6933 5889
100569600 38 156
100569602 158 19
100569603 69 65
100569605 19 157
100569606 53 290
100569611 0 0
100569613 0 1
100569616 80 64
100569617 358 464
100569618 0 1
100569622 0 0
100569623 0 20
100569624 16 21
100569626 1044 837
100569630 30 84
100569632 5 14
100569633 25 165
100569634 31 243
100569638 1049 1268
100569640 188 1007
100569641 26 161
100569642 0 0
100569643 1 1
100569644 40 58
100569646 9 42
100569647 6 80
100569648 7 143
100569649 162 246
100569652 0 0
100569654 29 187
100569658 297 442
100569659 33 16
100569660 1 5
100569662 1618 4442
100569664 31 44
100569669 12 123
100569671 10 16
100569673 1 8
100569674 321 237
100569675 1252 1336
100569676 13 30
100569679 0 0
100569686 0 8
100569687 74 129
100569689 0 0
100569691 0 8
100569692 7 3
100569694 95 397
100569696 213 246
100569697 0 0
100569698 0 0
100569700 0 0
100569702 0 0
100569703 0 116
100569707 5 86
100569709 44 153
100569711 0 0
100569713 0 0
100569714 56 190
100569715 2 0
100569716 1641 2310
100569718 280 300
100569719 10 96
100569721 5792 1615
100569722 0 1
100569723 1 13
100569725 11 23
100569726 17 21
100569727 4 1
100569730 308 438
100569731 0 0
100569734 0 0
100569736 17 5
100569738 7 9
100569741 0 0
100569743 0 0
100569745 99 133
100569747 0 0
100569748 628 163
100569749 74 85
100569751 0 0
100569753 595 415
100569754 0 0
100569755 13 74
100569758 1 68
100569759 114 1509
100569762 19 28
100569763 7 13
100569764 0 6
100569767 0 0
100569768 71 275
100569770 737 755
100569771 4 25
100569773 16 52
100569777 156 159
100569778 0 0
100569779 0 0
100569780 6 34
100569781 373 446
100569782 0 0
100569786 163 1549
100569789 117 376
100569792 264 506
100569793 13 32
100569795 1 0
100569797 0 0
100569798 10 33
100569802 0 1
100569803 153 191
100569805 0 2
100569806 12 16
100569807 3 0
100569808 7 12
100569810 400 509
100569811 0 0
100569815 0 0
100569818 0 0
100569819 2 8
100569820 0 0
100569824 0 3
100569827 0 0
100569832 12164 824
100569834 0 3
100569841 0 0
100569842 0 0
100569844 0 0
100569847 0 2
100569852 2848 4815
100569853 1 18
100569854 2 1
100569855 0 0
100569860 0 2
100569862 54 104
100569864 0 6
100569865 14 105
100569866 1 0
100569867 4 11
100569868 0 0
100569870 0 0
100569871 0 15
100569872 420 209
100569873 133 180
100569874 0 0
100569875 8 7
100569877 1 0
100569878 1116 1611
100569880 13 159
100569881 1 1
100569882 1 66
100569884 33 288
100569888 76 133
100569893 5 2
100569894 79 141
100569896 0 0
100569897 0 0
100569899 0 0
100569900 0 0
100569903 27 1070
100569905 180 353
100569909 9 15
100569910 250 209
100569913 55 693
100569915 6 20
100569916 41 86
100569917 93 119
100569919 0 0
100569921 0 10
100569922 14 56
100569924 0 0
100569930 22 50
100569933 3 0
100569934 0 0
100569935 8 3
100569937 0 6
100569940 0 0
100569942 6 30
100569943 2 0
100569946 3540 18050
100569951 4 0
100569954 19 2016
100569955 32 804
100569956 4 27
100569960 0 0
100569963 1586 1815
100569965 263 230
100569966 0 0
100569967 238 81
100569969 178 268
100569970 9 24
100569971 9 170
100569972 0 0
100569973 189 243
100569974 84 163
100569975 8 0
100569979 0 0
100569980 15 20
100569981 8 6
100569986 12 8
100569987 0 0
100569988 44 549
100569993 56 81
100569994 38 24
100569997 0 0
100569998 34 18
100569999 0 0
100570001 349 502
100570002 157 173
100570006 87 65
100570008 0 0
100570009 742 720
100570010 5 9
100570013 2103 2799
100570016 0 0
100570017 3 32
100570018 1078 13102
100570020 12 158
100570021 4 64
100570027 0 5
100570028 0 0
100570031 0 0
100570034 0 0
100570035 1 2
100570038 24 56
100570039 0 0
100570041 1592 1248
100570042 0 0
100570047 5 80
100570050 35 266
100570052 6 69
100570053 7 159
100570054 365 441
100570055 0 0
100570056 349 690
100570058 3 4
100570059 10 50
100570060 74 100
100570061 13 8
100570065 0 0
100570066 0 0
100570068 15 128
100570069 701 958
100570070 46 52
100570071 33 42
100570073 121 158
100570074 44 220
100570076 10 12
100570077 53 427
100570078 0 0
100570079 14 81
100570083 840 943
100570084 1 0
100570085 0 0
100570086 37 33
100570089 1 1
100570090 5 40
100570091 0 0
100570093 0 0
100570094 0 0
100570095 49 48
100570096 751 740
100570099 2 4
100570100 2 4
100570101 0 7
100570102 52 102
100570103 0 0
100570104 825 842
100570105 0 0
100570106 0 0
100570108 6 3
100570111 0 0
100570112 0 0
100570114 1 0
100570115 0 0
100570116 224 191
100570117 4 4
100570118 233 339
100570119 1 1
100570120 9 21
100570121 29 8
100570127 100 175
100570128 1 9
100570129 74 362
100570130 0 0
100570132 0 2
100570133 200 221
100570134 0 0
100570135 119 321
100570136 0 0
100570142 4 10
100570143 1 0
100570148 2137 2352
100570151 0 0
100570152 4 30
100570154 364 384
100570155 23 46
100570156 0 0
100570158 0 0
100570160 0 2
100570162 113 213
100570163 21 6
100570164 0 0
100570166 2 5
100570167 21 62
100570168 0 0
100570170 0 0
100570172 658 23244
100570173 0 0
100570175 0 0
100570176 212 111
100570178 0 0
100570181 0 0
100570183 6 73
100570184 28 766
100570185 49 424
100570186 5 38
