gene bac body
100570187 10 12
100570188 0 1
100570193 518 401
100570194 0 0
100570196 0 0
100570197 0 0
100570198 0 0
100570201 95 261
100570208 246 16
100570209 271 376
100570211 3 2
100570212 310 403
100570214 13 34
100570215 3 6
100570218 2 2
100570223 1 7
100570224 254 296
100570225 6 26
100570227 6 26
100570229 0 0
100570230 10 22
100570233 0 0
100570234 0 6
100570235 67 14
100570239 19 24
100570240 4 16
100570241 191 26
100570242 0 14
100570243 2 2
100570244 0 14
100570246 0 0
100570248 46 32
100570249 0 0
100570250 0 0
100570251 0 0
100570252 22 63
100570253 3 7
100570255 14 5
100570259 78 138
100570262 643 908
100570263 15 13
100570264 1 0
100570266 239 281
100570267 20 14
100570268 0 0
100570269 106 184
100570270 8 37
100570271 49 357
100570273 1905 934
100570274 0 0
100570276 41 493
100570277 3 1
100570279 35 52
100570280 0 0
100570281 0 0
100570283 4 57
100570286 1276 1490
100570287 830 1149
100570288 2 2
100570289 3 1
100570291 270 176
100570292 0 0
100570295 4 82
100570299 0 0
100570300 2014 73
100570301 1 8
100570307 12 511
100570310 3 16
100570311 94 82
100570313 0 1
100570317 2857 2750
100570320 0 0
100570321 98 143
100570322 106 412
100570324 0 0
100570325 4 1
100570328 342 467
100570331 0 0
100570333 26 46
100570337 7 82
100570340 37 80
100570341 0 0
100570343 5 5
100570344 0 28
100570346 8 24
100570347 0 0
100570349 15 18
100570351 12 5
100570352 0 1
100570357 7 0
100570359 0 0
100570363 0 0
100570364 393 525
100570365 214 391
100570366 51 516
100570368 0 0
100570369 256 23
100570371 147 218
100570372 61 782
100570373 8 10
100570376 86 629
100570377 15 13
100570378 0 0
100570379 0 8
100570380 0 0
100570386 1 9
100570387 0 0
100570389 0 0
100570390 127 87
100570391 972 623
100570393 0 3
100570394 0 0
100570395 1 10
100570396 0 0
100570397 0 3
100570399 7 1
100570400 0 51
100570401 2111 858
100570404 2285 1533
100570405 0 4
100570406 5 116
100570408 0 0
100570409 0 3
100570410 0 0
100570412 89 171
100570417 3 86
100570418 95 188
100570421 0 0
100570422 8 5
100570427 1 0
100570428 0 9
100570431 2 41
100570438 0 0
100570440 213 180
100570441 3 1
100570442 2 0
100570443 5 3
100570445 923 2672
100570447 0 3
100570449 0 0
100570454 67 305
100570455 1 1
100570456 0 11
100570459 1464 455
100570461 4 3
100570464 0 12
100570467 0 0
100570471 10 21
100570473 1740 1325
100570477 0 0
100570478 8 3
100570484 0 0
100570485 92 32
100570487 99 784
100570489 0 0
100570490 0 0
100570496 188 45
100570502 588 574
100570504 16 21
100570505 0 0
100570509 2239 94
100570511 8 4
100570512 7 25
100570516 342 1447
100570518 15 162
100570519 66 208
100570521 129 171
100570522 2094 473
100570523 9 2
100570526 287 423
100570527 10754 4830
100570528 348 377
100570532 0 0
100570533 45 240
100570534 611 814
100570535 31 19
100570537 0 6
100570538 290 417
100570542 0 0
100570544 0 0
100570546 0 0
100570548 8 80
100570549 7 1
100570550 0 0
100570553 248 1380
100570555 0 0
100570556 4 52
100570557 398 286
100570558 2 17
100570559 189 616
100570564 1 3
100570565 0 0
100570566 18 151
100570568 4 13
100570569 7 202
100570572 0 0
100570576 0 0
100570580 0 4
100570582 0 0
100570583 0 0
100570586 15 28
100570589 5 17
100570590 1530 997
100570594 0 0
100570598 0 0
100570599 1 0
100570600 9 64
100570601 709 260
100570602 1 4
100570603 0 3
100570604 0 1
100570608 0 1
100570610 0 0
100570611 0 0
100570612 38 14
100570613 0 5
100570614 79 88
100570615 0 1
100570617 0 0
100570619 68 371
100570620 38 45
100570621 0 0
100570622 18 0
100570626 0 0
100570627 41 106
100570628 0 0
100570629 6 0
100570630 373 400
100570631 13 174
100570632 592 470
100570633 0 0
100570634 106 2248
100570635 0 0
100570636 0 0
100570637 0 2
100570638 0 60
100570639 5 27
100570640 0 5
100570641 0 0
100570643 0 0
100570644 0 0
100570645 1 3
100570649 1288 828
100570653 0 0
100570654 0 0
100570658 9 13
100570661 0 0
100570665 3 3
100570666 0 0
100570667 1 15
100570668 80 112
100570670 141 170
100570671 59 3994
100570672 15 7
100570675 15160 527
100570678 0 0
100570682 0 0
100570683 1 2
100570684 2276 1553
100570687 166 23
100570688 0 0
100570690 0 0
100570692 14 118
100570693 30 123
100570695 0 0
100570696 8 1
100570702 8 19
100570707 10 3
100570709 45 47
100570710 9 9
100570711 644 630
100570714 78 95
100570716 923 4184
100570718 0 0
100570719 204 710
100570720 0 0
100570722 168 157
100570723 1 0
100570725 8 13
100570726 0 0
100570727 5 24
100570729 1016 1183
100570731 12 9
100570732 0 0
100570734 26 11
100570735 0 0
100570737 1 5
100570739 0 0
100570741 0 0
100570742 0 0
100570743 0 0
100570746 54 15
100570748 8 0
100570752 86 30
100570753 1 28
100570754 0 0
100570755 402 576
100570757 0 4
100570759 0 0
100570764 3 8
100570766 202 252
100570770 0 0
100570772 0 0
100570773 0 0
100570775 0 0
100570776 0 0
100570778 115 153
100570779 0 0
100570780 0 0
100570783 70 86
100570784 119 157
100570786 3 11
100570787 0 0
100570788 1806 1767
100570789 9 3
100570791 12 4
100570792 5 3
100570796 7 1
100570797 56 286
100570799 1 0
100570802 0 0
100570805 2 1
100570807 0 0
100570808 8 20
100570810 16 35
100570811 2 73
100570812 353 775
100570813 102 365
100570815 21 99
100570816 140 213
100570817 519 345
100570818 1 0
100570819 30 159
100570820 3 1
100570821 0 0
100570822 17 32
100570824 0 2
100570826 20 135
100570827 292 88
100570831 0 0
100570832 0 1
100570835 1 6
100570838 0 0
100570840 2 3
100570846 10 366
100570848 10 12
100570854 0 0
100570855 1 0
100570856 776 5638
100570857 0 0
100570858 0 56
100570860 13 7
100570861 117 148
100570862 1 0
100570863 514 569
100570865 0 0
100570866 1 0
100570868 12 37
100570869 26 20
100570870 0 0
100570872 18 19
100570876 2 3
100570877 13 20
100570880 94 686
100570881 53 333
100570885 29 22
100570887 0 0
100570890 0 0
100570891 30 343
100570892 3 2
100570895 4 89
100570896 1 2
100570897 49 47
100570898 0 198
100570900 3 28
100570901 0 2
100570902 16 18
100570903 32 62
100570906 1 0
100570908 18 11
100570909 2 9
100570910 3 10
100570911 7 22
100570914 360 284
100570916 96 169
100570917 72 81
100570919 462 723
100570920 34 46
100570921 54 36
100570926 440 253
100570927 0 0
100570928 0 1
100570929 52 33
100570933 0 0
100570939 0 0
100570942 0 1
100570947 1474 2190
100570950 6 15
100570951 2863 2731
100570952 5 287
100570953 1 0
100570954 0 0
100570955 0 1
100570957 0 1
100570958 0 22
100570959 2062 2723
100570960 0 0
100570961 510 609
100570963 3 0
100570968 9 61
100570969 0 0
100570970 15 8
100570971 93 105
100570974 0 0
100570975 0 1
100570977 16 20
100570978 1 4
100570980 0 0
100570981 3 36
100570984 2 5
100570985 0 0
100570986 31 242
100570987 0 3
100570989 731 1147
100570990 27 208
100570991 857 1156
100570992 1188 1867
100570994 2 0
100570995 3 6
100570996 437 331
100570997 6 7
100570998 110 122
100571000 112 573
100571001 47 123
100571003 0 0
100571007 76 53
100571011 0 0
100571012 0 0
100571016 138 430
100571019 0 2
100571023 6 3
100571025 0 2
100571026 10 22
100571030 0 0
100571031 5 5
100571032 0 0
100571033 0 0
100571034 0 0
100571035 1 0
100571036 7514 3659
100571039 51 154
100571040 0 6
100571044 0 0
100571045 0 0
100571046 8 9
100571050 0 0
100571051 9 37
100571052 16 3
100571054 90 117
100571057 38 422
100571059 2 21
100571061 0 0
100571062 0 0
100571064 0 0
100571066 0 0
100571068 46 743
100571069 170 1303
100571073 498 456
100571075 3 7
100571080 20 30
100571081 0 1
100571082 9 16
100571084 488 438
100571085 1 40
100571087 9 38
100571088 330 379
100571089 96 204
100571091 0 76
100571094 6 23
100571095 0 0
100571097 0 0
100571098 0 0
100571100 31 65
100571102 0 0
100571104 8 116
100571105 0 20
100571106 0 3
100571110 40 40
100571111 96 108
100571113 28 17
100571124 0 0
100571125 0 0
100571126 162 91
100571132 0 0
100571133 0 0
100571134 19 68
100571136 0 0
100571137 0 0
100571138 202 378
100571139 102 661
100571140 2528 2594
100571141 6 5
100571142 27 149
100571143 3 2
100571145 56 72
100571146 393 650
100571147 62 463
100571148 31 618
100571149 1 0
100571150 557 462
100571155 40 22
100571157 0 0
100571158 5 59
100571160 29 138
100571161 19 26
100571165 0 1
100571166 4 58
100571167 306 545
100571168 18 9
100571170 41 511
100571171 35 56
100571172 2 17
100571173 33 72
100571176 2 5
100571178 0 0
100571179 3 186
100571180 28 189
100571182 8 25
100571183 47 69
100571187 2 5
100571188 0 0
100571189 289 495
100571190 0 1
100571193 2122 634
100571195 0 0
100571196 1 0
100571197 2 2
100571200 0 0
100571201 5 102
100571202 0 5
100571203 70 90
100571210 67 487
100571212 0 0
100571213 6 27
100571214 0 0
100571216 0 1
100571217 0 1
100571221 51 20
100571223 3 1
100571224 16 30
100571226 32 6
100571227 6 2
100571229 13 6
100571230 0 0
100571231 0 0
100571233 30 69
100571234 771 946
100571236 29 115
100571237 61 115
100571238 10 62
100571239 10 41
100571240 27 27
100571241 5 8
100571242 116 165
100571243 4620 181
100571246 156 246
100571248 0 0
100571250 55 65
100571252 0 0
100571261 0 4
100571262 0 0
100571263 740 558
100571266 3 16
100571267 18 103
100571269 0 0
100571270 432 377
100571272 1 0
100571273 287 396
100571276 8 127
100571277 524 821
100571279 721 537
100571280 0 1
100571284 0 4
100571286 2264 2818
100571288 4 64
100571289 2 1
100571290 0 0
100571291 0 0
100571293 536 670
100571294 0 0
100571297 0 36
100571299 10 37
100571300 2197 2288
100571302 44 290
100571304 0 0
100571306 0 2
100571308 74 61
100571309 0 0
100571312 0 0
100571315 0 1
100571316 1632 1280
100571318 12 13
100571319 3 3
100571322 33 108
100571324 337 1808
100571326 8 11
100571328 0 26
100571330 5 1
100571331 0 0
100571334 0 4
100571335 4 0
100571336 0 0
100571338 0 0
100571341 0 7
100571342 359 91
100571344 0 0
100571345 0 1
100571347 0 1
100571348 56 90
100571349 123 88
100571352 1 0
100571353 45 373
100571354 251 514
100571358 3 3
100571359 176 219
100571360 0 0
100571361 347 348
100571362 23 24
100571363 15 18
100571368 10 6
100571369 0 0
100571373 8 6
100571379 24 79
100571382 23 14
100571387 0 0
100571388 0 1
100571389 802 643
100571391 16 176
100571392 0 0
100571393 0 4
100571394 7 3
100571395 0 2
100571398 33 99
100571399 310 1720
100571400 0 0
100571403 662 819
100571404 0 0
100571406 0 0
100571410 16 123
100571412 11 51
100571413 411 533
100571417 0 0
100571418 0 1
100571424 8 4
100571426 36 93
100571427 71 115
100571428 297 374
100571430 0 0
100571432 0 0
100571433 1 1
100571434 1 0
100571435 8 114
100571442 513 230
100571443 195 166
100571445 31 89
100571446 1 3
100571447 33 112
100571451 0 0
100571452 66 187
100571453 1 0
100571454 344 399
100571458 77 142
100571459 0 0
100571463 1284 1733
100571465 0 0
100571469 38 297
100571471 56 11
100571472 4 402
100571473 2 2
100571474 0 0
100571477 0 0
100571478 3 74
100571480 0 0
100571484 1 6
100571485 0 1
100571486 13 68
100571487 0 0
100571489 117 243
100571490 63 148
100571491 49 16
100571492 68 103
100571495 8 15
100571496 82 278
100571497 0 0
100571498 3 24
100571500 77 247
100571501 5 9
100571507 0 0
100571508 12 6
100571513 98 156
100571514 0 0
100571516 0 0
100571518 0 0
100571520 0 0
100571521 1 0
100571522 400 1777
100571524 0 0
100571525 0 38
100571528 0 0
100571531 464 725
100571535 6 1
100571536 9 17
100571539 59 10
100571540 16 17
100571541 0 0
100571542 439 849
100571545 0 0
100571546 0 0
100571549 2 0
100571551 1053 1332
100571554 20 14
100571557 292 539
100571558 2 0
100571559 0 0
100571561 1 1
100571564 0 0
100571566 20 18
100571568 0 0
100571572 193 287
100571574 438 436
100571575 5 24
100571576 1 0
100571577 1 1
100571579 0 0
100571580 0 8
100571582 11 11
100571583 18 13
100571584 1084 1170
100571585 29 28
100571586 6713 1125
100571587 5023 2225
100571588 0 0
100571592 459 608
100571594 55 35
100571596 0 0
100571597 114 54
100571599 21 94
100571600 12 55
100571603 0 0
100571607 0 0
100571609 0 1
100571610 3 3
100571611 3 9
100571612 0 1
100571613 9 6
100571614 0 0
100571615 78 53
100571617 0 0
100571618 230 388
100571620 0 0
100571622 111 193
100571623 1 76
100571625 8519 1095
100571627 734 846
100571629 0 0
100571630 0 0
100571631 169 704
100571632 190 210
100571633 0 6
100571638 0 0
100571640 13 66
100571643 1 0
100571647 9 23
100571648 5 28
100571649 33 111
100571653 110 22
100571655 1 0
100571656 181 171
100571659 0 0
100571660 0 0
100571662 0 0
100571664 0 0
100571665 0 0
100571667 7 2
100571668 7 4
100571669 675 983
100571673 0 0
100571674 190 1283
100571675 14 32
100571676 0 0
100571677 3 8
100571680 10 12
100571688 124 155
100571690 0 0
100571691 0 0
100571692 0 0
100571693 0 0
100571694 0 0
100571696 0 2
100571699 8 7
100571703 2 2
100571705 2 4
100571709 0 0
100571712 0 0
100571714 0 1
100571719 0 0
100571720 21 43
100571721 143 203
100571724 169 210
100571727 0 4
100571728 0 0
100571730 0 0
100571731 0 0
100571733 1 0
100571734 0 0
100571740 2 0
100571742 0 0
100571743 0 0
100571744 0 0
100571745 7 8
100571746 7 4
100571749 19 207
100571753 17 233
100571755 99 149
100571756 0 0
100571758 0 0
100571759 0 1
100571760 280 332
100571762 0 0
100571765 0 2
100571768 10 108
100571769 8 9
100571771 2 102
100571773 598 552
100571774 0 3
100571775 65 301
100571776 11 117
100571777 1 0
100571778 45 269
100571780 26 35
100571783 2 1
100571784 303 385
100571785 4 0
100571790 377 209
100571797 0 0
100571800 4 41
100571801 105 106
100571805 48 214
100571809 413 510
100571812 1 2
100571813 3 0
100571814 0 3
100571817 0 1
100571818 0 0
100571820 60 125
100571823 4 14
100571824 21 0
100571826 0 0
100571829 0 5
100571832 234 393
100571833 28 12
100571834 673 783
100571840 3224 2023
100571841 9 4
100571843 59 104
100571844 267 408
100571845 0 0
100571846 9 23
100571849 3 7
100571851 0 1
100571852 177 317
100571853 29 174
100571856 66 95
100571857 15 14
100571858 0 3
100571859 2 165
100571860 0 0
100571864 0 0
100571865 30 36
100571867 0 1
100571868 69 0
100571869 60 64
100571874 10 328
100571875 229 295
100571876 3 4
100571879 27 218
100571880 0 0
100571882 6 1
100571883 60 238
100571884 0 0
100571887 77 66
100571889 0 0
100571891 55 78
100571897 0 0
100571898 0 0
100571899 7 20
100571901 130 92
100571902 6 25
100571903 602 660
100571904 1 2
100571906 26 190
100571907 2347 2871
100571908 4685 3195
100571910 10 237
100571911 210 723
100571912 0 1
100571913 19 55
100571915 0 0
100571917 85 107
100571918 1 4
100571922 0 0
100571925 78 48
100571928 486 386
100571929 0 7
100571935 63 30
100571936 7 3
100571941 1472 631
100571942 0 0
100571943 0 0
100571948 0 0
100571950 11 598
100571957 1 1
100571958 0 0
100571959 3 3
100571960 5 0
100571961 109 218
100571963 0 0
100571964 32076 1224
100571965 84 139
100571967 0 0
100571968 0 1
100571970 0 0
100571974 0 0
100571975 0 0
100571977 0 0
100571978 0 0
100571979 0 0
100571980 0 0
100571982 1 2
100571985 0 0
100571986 31 61
100571987 0 0
100571990 12 2
100571991 11 18
100571992 8 220
100571993 45 172
100571994 85 145
100571995 154 678
100571997 222 163
100571998 223 196
100571999 1479 1145
100572000 182 141
100572003 15 114
100572005 0 0
100572006 1 21
100572007 3 62
100572008 0 0
100572013 11 105
100572014 97 223
100572017 0 0
100572019 1 11
100572022 33 122
100572024 51 61
100572026 0 0
100572027 0 0
100572028 23 80
100572030 1 4
100572033 820 1500
100572034 0 0
100572035 2747 659
100572037 19 20
100572039 0 2
100572040 0 0
100572041 189 98
100572043 46 44
100572046 37 97
100572049 2 9
100572051 2 4
100572057 0 0
100572060 0 0
100572062 0 2
100572065 1 10
100572066 0 3
100572068 0 0
100572071 43 297
100572072 214 414
100572074 1 12
100572076 10 69
100572077 3 97
100572078 18 68
100572081 348 335
100572091 9 17
100572094 0 2
100572095 0 0
100572096 3 40
100572097 10 21
100572098 1 2
100572101 290 489
100572102 491 673
100572104 25 158
100572105 0 12
100572106 9 5
100572108 4 3
100572109 0 0
100572110 0 35
100572111 2 50
100572112 16 45
100572117 0 0
100572118 0 4
100572119 46 200
100572121 162 798
100572122 31 533
100572123 4 10
100572124 114 765
100572126 5 7
100572127 62 144
100572128 20 38
100572131 127 148
100572133 5 1
100572136 15 271
100572137 0 0
100572142 0 0
100572144 0 0
100572145 2 193
100572147 0 0
100572149 0 0
100572150 3 7
100572151 0 2
100572153 41 124
100572154 0 0
100572155 3 26
100572161 271 313
100572162 29 26
100572166 62 5
100572168 6 14
100572169 0 0
100572172 14 28
100572175 13 11
100572177 3 5
100572182 2 2
100572183 0 0
100572184 0 38
100572185 0 0
100572186 0 0
100572187 0 0
100572189 0 2
100572191 50 117
100572192 161 226
100572193 10 196
100572197 0 176
100572198 3 11
100572199 4 57
100572201 155 212
100572202 353 230
100572205 0 0
100572206 223 1203
100572207 25 19
100572209 0 0
100572210 65 3
100572211 4 6
100572213 650 171
100572214 785 1285
100572218 208 245
100572219 0 0
100572221 271 535
100572222 10 23
100572224 0 0
100572228 0 0
100572231 507 718
100572232 0 0
100572234 1910 2772
100572235 0 0
100572240 0 1
100572241 32 198
100572242 25 153
100572243 283 284
100572246 0 47
100572247 0 0
100572249 3698 3827
100572256 55 110
100572257 1 1
100572258 0 0
100572260 124 168
100572261 1 0
100572263 0 0
100572267 0 0
100572268 0 0
100572272 0 0
100572273 0 0
100572274 308 303
100572275 1347 1179
100572277 1 2
100572278 0 0
100572280 70 14
100572283 3 2
100572285 0 0
100572289 8 0
100572290 0 5
100572293 2 20
