gene trans1 trans2 trans3 trans4 trans5 trans6
ScZCZ4B_4587.g12965 2 3 1 0 0 0
ScZCZ4B_4595.g1156 0 0 2 0 8 0
ScZCZ4B_460.g4538 0 0 0 0 0 0
ScZCZ4B_460.g4539 0 0 0 0 0 0
ScZCZ4B_4600.g2318 0 6 4 0 0 0
ScZCZ4B_4610.g2331 0 0 0 0 0 0
ScZCZ4B_4611.g12999 35 26 48 7 22 7
ScZCZ4B_4615.g6929 0 0 0 0 0 0
ScZCZ4B_4615.g6930 4 0 0 0 1 2
ScZCZ4B_4615.g6931 9 8 26 11 9 0
ScZCZ4B_4617.g13172 4 0 0 0 2 0
ScZCZ4B_463.g12916 0 0 0 0 0 0
ScZCZ4B_463.g12917 1 0 0 0 0 0
ScZCZ4B_4637.g5924 7 7 19 0 6 0
ScZCZ4B_4643.g18299 0 0 0 0 0 0
ScZCZ4B_4655.g13104 18 8 16 7 7 16
ScZCZ4B_4658.g1389 35 18 69 23 19 20
ScZCZ4B_4665.g2436 0 0 0 0 0 0
ScZCZ4B_4666.g13177 6 2 2 0 0 0
ScZCZ4B_4677.g15056 14 6 52 2 15 4
ScZCZ4B_4678.g1030 0 2 0 0 0 0
ScZCZ4B_468.g2706 10 1 8 2 12 14
ScZCZ4B_468.g2707 54 11 60 23 20 14
ScZCZ4B_468.g2708 7 0 4 2 0 0
ScZCZ4B_468.g2709 25 2 40 0 19 10
ScZCZ4B_468.g2710 0 0 0 0 0 0
ScZCZ4B_468.g2711 55 0 72 14 9 4
ScZCZ4B_468.g2712 28 4 77 10 25 3
ScZCZ4B_468.g2713 2 0 19 0 1 2
ScZCZ4B_468.g2714 2 0 0 0 0 0
ScZCZ4B_468.g2715 331 144 548 199 250 142
ScZCZ4B_468.g2716 218 87 335 52 64 48
ScZCZ4B_468.g2717 184 104 314 85 87 88
ScZCZ4B_468.g2718 242 128 486 40 102 38
ScZCZ4B_468.g2719 369 145 761 56 129 75
ScZCZ4B_468.g2720 74 17 121 15 18 23
ScZCZ4B_468.g2721 68 47 181 31 15 25
ScZCZ4B_468.g2722 227 68 450 47 141 46
ScZCZ4B_468.g2723 320 130 726 94 108 61
ScZCZ4B_468.g2724 473 261 883 168 168 78
ScZCZ4B_468.g2725 94 73 279 36 39 23
ScZCZ4B_468.g2726 111 73 264 32 27 20
ScZCZ4B_468.g2727 0 0 0 0 0 0
ScZCZ4B_468.g2728 0 0 0 0 0 0
ScZCZ4B_468.g2729 0 0 0 0 6 0
ScZCZ4B_468.g2730 68 3 134 15 11 16
ScZCZ4B_468.g2731 43 13 36 30 40 13
ScZCZ4B_468.g2732 90 26 158 59 79 36
ScZCZ4B_468.g2733 22 4 6 5 10 6
ScZCZ4B_468.g2734 131 27 223 32 35 29
ScZCZ4B_468.g2735 118 48 296 30 34 20
ScZCZ4B_468.g2736 0 1 3 0 4 0
ScZCZ4B_468.g2737 305 172 649 27 34 44
ScZCZ4B_468.g2738 103 55 302 8 7 5
ScZCZ4B_468.g2739 108 71 263 19 1 13
ScZCZ4B_468.g2740 1 0 6 2 0 0
ScZCZ4B_468.g2741 1 8 0 0 2 0
ScZCZ4B_468.g2742 4 0 14 6 5 2
ScZCZ4B_468.g2743 312 65 636 106 135 71
ScZCZ4B_468.g2744 108 24 187 12 44 20
ScZCZ4B_468.g2745 237 57 403 52 62 39
ScZCZ4B_468.g2746 0 0 0 0 0 0
ScZCZ4B_468.g2747 1 0 0 0 0 1
ScZCZ4B_468.g2748 0 0 0 0 0 0
ScZCZ4B_468.g2749 0 0 0 0 0 0
ScZCZ4B_468.g2750 0 0 1 2 2 0
ScZCZ4B_468.g2751 93 75 193 37 72 41
ScZCZ4B_468.g2752 101 65 203 37 51 14
ScZCZ4B_468.g2753 747 507 1755 320 420 241
ScZCZ4B_468.g2754 75 6 126 18 11 11
ScZCZ4B_468.g2755 208 85 465 71 95 64
ScZCZ4B_468.g2756 0 4 2 0 0 1
ScZCZ4B_468.g2757 1 0 4 1 6 0
ScZCZ4B_468.g2758 11 6 36 0 4 3
ScZCZ4B_468.g2759 185 100 495 59 87 65
ScZCZ4B_468.g2760 9 0 2 0 0 0
ScZCZ4B_468.g2761 25 22 88 6 5 10
ScZCZ4B_468.g2762 5 3 18 0 15 4
ScZCZ4B_468.g2763 120 32 303 32 46 33
ScZCZ4B_468.g2764 3 0 15 0 2 3
ScZCZ4B_468.g2765 615 196 1229 141 208 86
ScZCZ4B_468.g2766 16 1 47 2 7 0
ScZCZ4B_468.g2767 3 4 2 0 2 0
ScZCZ4B_468.g2768 288 61 472 259 159 256
ScZCZ4B_468.g2769 4 4 2 10 8 6
ScZCZ4B_468.g2770 0 0 1 0 3 0
ScZCZ4B_468.g2771 0 0 0 0 0 0
ScZCZ4B_468.g2772 4 6 10 4 9 4
ScZCZ4B_468.g2773 0 0 0 2 0 0
ScZCZ4B_468.g2774 2512 724 3182 1259 1679 1417
ScZCZ4B_468.g2775 0 0 0 2 0 0
ScZCZ4B_468.g2776 0 0 0 0 0 2
ScZCZ4B_468.g2777 0 2 2 0 0 0
ScZCZ4B_468.g2778 118 102 164 85 75 85
ScZCZ4B_468.g2779 57 15 144 9 15 15
ScZCZ4B_468.g2780 19 8 44 10 0 2
ScZCZ4B_468.g2781 0 0 6 0 0 0
ScZCZ4B_468.g2782 0 0 0 0 0 0
ScZCZ4B_468.g2783 1 9 41 0 2 0
ScZCZ4B_468.g2784 18 5 17 2 18 7
ScZCZ4B_468.g2785 0 0 0 0 0 0
ScZCZ4B_468.g2786 4 0 2 0 3 5
ScZCZ4B_468.g2787 6 0 0 24 43 16
ScZCZ4B_468.g2788 0 0 0 4 0 0
ScZCZ4B_468.g2789 3 0 4 4 9 9
ScZCZ4B_468.g2790 0 0 0 0 0 0
ScZCZ4B_468.g2791 0 0 0 0 0 0
ScZCZ4B_468.g2792 0 0 0 0 0 0
ScZCZ4B_468.g2793 43 13 68 25 48 23
ScZCZ4B_468.g2794 71 28 96 28 38 19
ScZCZ4B_468.g2795 360 68 756 201 203 180
ScZCZ4B_468.g2796 1 0 0 0 0 0
ScZCZ4B_468.g2797 0 0 5 0 4 0
ScZCZ4B_468.g2798 188 113 457 92 156 79
ScZCZ4B_468.g2799 45 19 85 33 56 36
ScZCZ4B_468.g2800 33 4 58 15 17 9
ScZCZ4B_468.g2801 4 6 9 0 4 0
ScZCZ4B_468.g2802 2523 980 5943 1672 2685 2110
ScZCZ4B_468.g2803 0 2 3 1 1 4
ScZCZ4B_468.g2804 0 0 2 0 0 0
ScZCZ4B_468.g2805 23309 10571 40355 18790 21173 14309
ScZCZ4B_468.g2806 15834 4171 31875 12160 10527 7748
ScZCZ4B_468.g2807 415 116 917 272 354 213
ScZCZ4B_468.g2808 114 94 227 119 157 62
ScZCZ4B_468.g2809 294 70 439 381 151 157
ScZCZ4B_468.g2810 0 0 0 0 0 0
ScZCZ4B_468.g2811 11 0 6 0 7 1
ScZCZ4B_468.g2812 115 57 305 26 42 22
ScZCZ4B_468.g2813 24 7 22 9 8 5
ScZCZ4B_468.g2814 0 0 9 0 7 0
ScZCZ4B_468.g2815 5 4 8 2 2 0
ScZCZ4B_468.g2816 11 3 23 2 2 0
ScZCZ4B_468.g2817 0 2 0 0 2 0
ScZCZ4B_468.g2818 17 10 28 0 0 1
ScZCZ4B_468.g2819 14 6 26 3 2 6
ScZCZ4B_468.g2820 130 51 238 54 44 49
ScZCZ4B_468.g2821 172 39 248 43 56 33
ScZCZ4B_468.g2822 607 293 1375 129 175 120
ScZCZ4B_468.g2823 84 33 199 19 26 17
ScZCZ4B_468.g2824 8 2 26 7 2 8
ScZCZ4B_468.g2825 106 32 192 20 32 47
ScZCZ4B_468.g2826 4 0 3 0 0 0
ScZCZ4B_468.g2827 26 5 57 4 5 3
ScZCZ4B_468.g2828 12 4 13 2 2 0
ScZCZ4B_468.g2829 36 6 85 7 6 2
ScZCZ4B_468.g2830 24 8 83 5 7 8
ScZCZ4B_468.g2831 7 2 11 23 15 7
ScZCZ4B_468.g2832 52 15 149 5 21 7
ScZCZ4B_468.g2833 0 0 0 0 0 0
ScZCZ4B_468.g2834 1853 592 4446 368 405 247
ScZCZ4B_468.g2835 176 86 352 80 82 38
ScZCZ4B_468.g2836 259 84 656 21 34 29
ScZCZ4B_468.g2837 252 110 527 262 230 168
ScZCZ4B_468.g2838 20 12 53 12 17 7
ScZCZ4B_468.g2839 228 303 546 66 132 66
ScZCZ4B_468.g2840 39 10 44 2 23 5
ScZCZ4B_468.g2841 0 0 6 0 0 0
ScZCZ4B_468.g2842 7 0 4 0 0 0
ScZCZ4B_468.g2843 367 144 622 119 157 93
ScZCZ4B_468.g2844 22 17 75 10 15 13
ScZCZ4B_468.g2845 72 16 195 4 3 9
ScZCZ4B_468.g2846 129 80 380 27 61 32
ScZCZ4B_468.g2847 26 6 84 9 12 4
ScZCZ4B_468.g2848 0 0 2 0 0 0
ScZCZ4B_468.g2849 164 83 303 51 22 16
ScZCZ4B_468.g2850 6 1 6 5 3 0
ScZCZ4B_468.g2851 1 7 3 2 2 0
ScZCZ4B_468.g2852 46 13 84 35 39 10
ScZCZ4B_468.g2853 95 31 179 11 11 3
ScZCZ4B_468.g2854 206 75 412 46 52 56
ScZCZ4B_468.g2855 8 6 0 0 0 0
ScZCZ4B_468.g2856 117 58 203 79 45 60
ScZCZ4B_468.g2857 52 21 75 69 100 66
ScZCZ4B_468.g2858 6 11 17 2 0 2
ScZCZ4B_468.g2859 8 0 30 12 24 2
ScZCZ4B_468.g2860 276 63 467 97 159 77
ScZCZ4B_468.g2861 39 41 106 3 15 1
ScZCZ4B_468.g2862 2 0 10 2 4 4
ScZCZ4B_468.g2863 0 0 0 0 0 0
ScZCZ4B_468.g2864 0 0 2 2 0 0
ScZCZ4B_468.g2865 0 0 0 0 0 0
ScZCZ4B_468.g2866 0 0 0 0 0 0
ScZCZ4B_468.g2867 0 0 0 0 0 0
ScZCZ4B_468.g2868 0 0 2 0 4 0
ScZCZ4B_468.g2869 1 2 0 1 3 2
ScZCZ4B_468.g2870 0 0 3 0 0 0
ScZCZ4B_468.g2871 0 0 0 0 0 0
ScZCZ4B_468.g2872 0 0 0 0 0 0
ScZCZ4B_468.g2873 0 0 0 0 0 2
ScZCZ4B_468.g2874 0 0 0 0 0 0
ScZCZ4B_468.g2875 0 0 0 0 0 0
ScZCZ4B_468.g2876 0 8 20 0 4 6
ScZCZ4B_468.g2877 14 2 7 3 2 0
ScZCZ4B_468.g2878 13 2 9 0 8 0
ScZCZ4B_468.g2879 0 0 0 0 0 0
ScZCZ4B_468.g2880 0 0 0 0 0 0
ScZCZ4B_468.g2881 0 0 0 0 0 0
ScZCZ4B_468.g2882 24 3 71 0 11 12
ScZCZ4B_468.g2883 1 0 0 0 0 0
ScZCZ4B_468.g2884 0 0 0 0 0 0
ScZCZ4B_468.g2885 0 2 3 1 0 0
ScZCZ4B_468.g2886 0 0 0 0 0 0
ScZCZ4B_468.g2887 0 0 0 0 0 0
ScZCZ4B_468.g2888 0 0 0 0 0 0
ScZCZ4B_468.g2889 0 0 0 0 0 0
ScZCZ4B_468.g2890 0 0 0 0 0 0
ScZCZ4B_468.g2891 932 266 1561 489 529 365
ScZCZ4B_468.g2892 72 25 143 27 30 20
ScZCZ4B_468.g2893 33 4 87 4 14 7
ScZCZ4B_468.g2894 37 15 95 28 33 38
ScZCZ4B_468.g2895 46 3 61 21 34 11
ScZCZ4B_468.g2896 11 10 36 22 25 10
ScZCZ4B_468.g2897 843 368 1764 239 268 192
ScZCZ4B_468.g2898 124 65 208 71 89 44
ScZCZ4B_468.g2899 345 98 795 50 55 43
ScZCZ4B_468.g2900 116 29 236 58 69 54
ScZCZ4B_468.g2901 54 20 191 27 39 13
ScZCZ4B_468.g2902 52 16 89 9 7 12
ScZCZ4B_468.g2903 182 61 354 82 127 59
ScZCZ4B_468.g2904 13 18 27 5 14 11
ScZCZ4B_468.g2905 76 11 170 19 25 20
ScZCZ4B_468.g2906 1536 618 2945 463 514 244
ScZCZ4B_468.g2907 4 0 23 0 4 1
ScZCZ4B_468.g2908 297 73 495 68 119 54
ScZCZ4B_468.g2909 4 3 2 4 2 0
ScZCZ4B_468.g2910 0 0 0 0 0 0
ScZCZ4B_468.g2911 9 0 18 1 0 0
ScZCZ4B_468.g2912 6 0 21 2 0 0
ScZCZ4B_468.g2913 179 108 232 127 265 131
ScZCZ4B_468.g2914 406 112 763 99 222 151
ScZCZ4B_468.g2915 11 0 29 3 1 7
ScZCZ4B_468.g2916 71 10 185 25 44 24
ScZCZ4B_468.g2917 3 5 1 0 5 2
ScZCZ4B_468.g2918 100 75 195 31 32 26
ScZCZ4B_468.g2919 628 283 1150 231 188 163
ScZCZ4B_468.g2920 265 87 483 71 126 78
ScZCZ4B_468.g2921 220 75 434 249 279 170
ScZCZ4B_468.g2922 165 27 197 50 45 20
ScZCZ4B_468.g2923 13 8 43 1 4 2
ScZCZ4B_468.g2924 9 8 8 0 0 0
ScZCZ4B_468.g2925 42 13 45 8 10 12
ScZCZ4B_468.g2926 20 6 18 6 3 2
ScZCZ4B_468.g2927 432 272 1020 67 137 56
ScZCZ4B_468.g2928 1499 561 2332 701 987 731
ScZCZ4B_468.g2929 56 7 101 6 0 6
ScZCZ4B_468.g2930 1156 428 1502 681 1181 577
ScZCZ4B_468.g2931 56 33 114 6 20 15
ScZCZ4B_468.g2932 8 4 26 0 0 6
ScZCZ4B_468.g2933 0 0 0 0 2 0
ScZCZ4B_468.g2934 5 6 4 0 1 0
ScZCZ4B_468.g2935 0 0 0 0 0 0
ScZCZ4B_468.g2936 0 8 5 6 0 0
ScZCZ4B_468.g2937 0 0 0 0 0 0
ScZCZ4B_468.g2938 34 0 40 8 17 5
ScZCZ4B_468.g2939 0 0 0 0 0 0
ScZCZ4B_468.g2940 1758 685 3308 1058 1401 1025
ScZCZ4B_468.g2941 29 22 53 4 5 11
ScZCZ4B_468.g2942 2 0 5 0 0 0
ScZCZ4B_468.g2943 58 2 127 4 4 7
ScZCZ4B_468.g2944 2 0 0 2 0 0
ScZCZ4B_468.g2945 0 0 0 0 0 0
ScZCZ4B_468.g2946 23 14 52 10 5 2
ScZCZ4B_468.g2947 0 0 0 0 0 0
ScZCZ4B_468.g2948 2 0 0 0 0 0
ScZCZ4B_468.g2949 0 0 0 0 0 0
ScZCZ4B_468.g2950 0 0 0 0 0 0
ScZCZ4B_468.g2951 0 0 0 0 0 0
ScZCZ4B_468.g2952 37 17 43 34 28 21
ScZCZ4B_468.g2953 2 0 0 0 0 0
ScZCZ4B_468.g2954 303 57 660 112 167 61
ScZCZ4B_468.g2955 828 257 723 286 681 553
ScZCZ4B_468.g2956 537 368 654 262 684 458
ScZCZ4B_468.g2957 12 0 22 0 18 2
ScZCZ4B_468.g2958 32 6 36 6 17 2
ScZCZ4B_468.g2959 0 0 0 0 0 0
ScZCZ4B_468.g2960 32 8 103 14 11 9
ScZCZ4B_468.g2961 5 0 37 1 0 0
ScZCZ4B_468.g2962 43 23 103 26 27 11
ScZCZ4B_468.g2963 54 10 96 26 42 10
ScZCZ4B_468.g2964 123 93 258 58 43 38
ScZCZ4B_468.g2965 109 67 307 81 105 43
ScZCZ4B_468.g2966 2812 1103 4317 1452 1461 1699
ScZCZ4B_468.g2967 35 38 172 20 47 37
ScZCZ4B_468.g2968 79 22 96 8 25 12
ScZCZ4B_468.g2969 121 92 284 55 44 52
ScZCZ4B_468.g2970 2 0 0 0 0 7
ScZCZ4B_468.g2971 19 1 48 7 16 6
ScZCZ4B_468.g2972 35 4 55 12 8 13
ScZCZ4B_468.g2973 103 45 275 48 47 40
ScZCZ4B_468.g2974 17 18 40 7 6 2
ScZCZ4B_468.g2975 563 350 1208 337 515 275
ScZCZ4B_468.g2976 192 61 332 102 153 124
ScZCZ4B_468.g2977 2062 771 4134 1093 1630 919
ScZCZ4B_468.g2978 0 0 0 0 0 0
ScZCZ4B_468.g2979 0 0 0 0 0 0
ScZCZ4B_468.g2980 0 0 0 0 1 0
ScZCZ4B_468.g2981 1 0 0 0 0 0
ScZCZ4B_468.g2982 53 1 76 4 18 4
ScZCZ4B_468.g2983 33 10 44 29 22 6
ScZCZ4B_468.g2984 13 3 5 3 2 4
ScZCZ4B_468.g2985 172 62 404 24 52 13
ScZCZ4B_468.g2986 103 59 153 18 38 15
ScZCZ4B_468.g2987 122 26 176 85 54 62
ScZCZ4B_468.g2988 0 0 0 0 0 0
ScZCZ4B_468.g2989 10 5 5 8 2 0
ScZCZ4B_468.g2990 0 2 0 1 0 0
ScZCZ4B_468.g2991 4 0 0 0 0 0
ScZCZ4B_468.g2992 1 0 0 2 5 2
ScZCZ4B_468.g2993 3 0 0 0 0 0
ScZCZ4B_468.g2994 228 107 470 124 208 100
ScZCZ4B_468.g2995 0 0 0 0 0 0
ScZCZ4B_468.g2996 724 258 1207 232 420 231
ScZCZ4B_468.g2997 14 2 38 4 9 0
ScZCZ4B_468.g2998 0 0 0 0 0 0
ScZCZ4B_468.g2999 0 0 2 0 0 0
ScZCZ4B_468.g3000 1 0 0 0 0 0
ScZCZ4B_468.g3001 0 0 4 0 0 0
ScZCZ4B_468.g3002 2 4 4 0 0 0
ScZCZ4B_468.g3003 14 2 27 3 6 4
ScZCZ4B_468.g3004 45 20 57 9 35 24
ScZCZ4B_468.g3005 190 71 240 59 103 65
ScZCZ4B_468.g3006 3 0 5 0 2 3
ScZCZ4B_468.g3007 89 33 126 15 20 9
ScZCZ4B_468.g3008 43 12 92 17 20 18
ScZCZ4B_468.g3009 3 4 10 5 6 0
ScZCZ4B_468.g3010 0 0 0 0 2 0
ScZCZ4B_468.g3011 0 0 0 0 1 0
ScZCZ4B_468.g3012 0 0 0 0 0 0
ScZCZ4B_468.g3013 28 8 65 15 23 23
ScZCZ4B_468.g3014 0 0 2 0 0 0
ScZCZ4B_468.g3015 1590 444 3679 900 1136 768
ScZCZ4B_468.g3016 114 48 272 70 109 63
ScZCZ4B_468.g3017 50 24 96 5 26 6
ScZCZ4B_468.g3018 3286 1740 3753 1861 2484 2275
ScZCZ4B_468.g3019 2 0 15 7 2 0
ScZCZ4B_468.g3020 0 0 0 0 0 0
ScZCZ4B_468.g3021 448 187 989 148 251 181
ScZCZ4B_468.g3022 60 17 121 41 59 79
ScZCZ4B_468.g3023 38 2 26 11 5 8
ScZCZ4B_468.g3024 1 0 17 1 3 0
ScZCZ4B_468.g3025 0 0 0 0 0 0
ScZCZ4B_468.g3026 29 12 112 20 8 12
ScZCZ4B_468.g3027 58 24 108 12 4 4
ScZCZ4B_468.g3028 4411 949 6233 1803 2747 1332
ScZCZ4B_468.g3029 40032 7482 63227 13778 17602 11075
ScZCZ4B_468.g3030 21 8 11 4 4 2
ScZCZ4B_468.g3031 883 414 1678 318 249 177
ScZCZ4B_468.g3032 81 29 144 29 28 18
ScZCZ4B_468.g3033 59 14 129 21 26 14
ScZCZ4B_468.g3034 59 12 109 7 15 5
ScZCZ4B_468.g3035 278 46 690 17 29 10
ScZCZ4B_468.g3036 19 0 14 2 1 5
ScZCZ4B_468.g3037 64 16 118 12 10 6
ScZCZ4B_468.g3038 53 14 121 6 14 3
ScZCZ4B_468.g3039 540 73 1038 57 72 43
ScZCZ4B_468.g3040 587 73 1068 264 250 250
ScZCZ4B_468.g3041 1 0 2 2 2 4
ScZCZ4B_468.g3042 311 75 457 71 85 59
ScZCZ4B_468.g3043 6 0 2 3 0 0
ScZCZ4B_468.g3044 4 0 0 0 0 0
ScZCZ4B_468.g3045 30 10 51 15 21 14
ScZCZ4B_468.g3046 50 11 89 12 9 6
ScZCZ4B_468.g3047 52 17 138 7 16 4
ScZCZ4B_468.g3048 232 119 269 241 224 90
ScZCZ4B_468.g3049 92 31 253 38 44 27
ScZCZ4B_468.g3050 11 16 60 2 5 2
ScZCZ4B_468.g3051 104 16 144 35 64 41
ScZCZ4B_468.g3052 143 49 318 30 20 19
ScZCZ4B_468.g3053 207 39 467 63 66 33
ScZCZ4B_468.g3054 339 94 603 156 144 119
ScZCZ4B_468.g3055 13 4 24 16 5 8
ScZCZ4B_468.g3056 0 0 0 0 0 0
ScZCZ4B_468.g3057 16 16 47 9 12 14
ScZCZ4B_468.g3058 0 0 0 2 2 0
ScZCZ4B_468.g3059 2 0 0 0 0 0
ScZCZ4B_468.g3060 1 0 2 0 0 0
ScZCZ4B_468.g3061 171 91 261 118 169 85
ScZCZ4B_468.g3062 0 0 0 0 0 0
ScZCZ4B_468.g3063 0 0 0 0 0 0
ScZCZ4B_468.g3064 0 0 0 0 0 0
ScZCZ4B_468.g3065 0 0 0 0 0 0
ScZCZ4B_468.g3066 0 0 0 0 0 0
ScZCZ4B_468.g3067 0 0 0 0 0 0
ScZCZ4B_468.g3068 0 0 2 0 0 0
ScZCZ4B_468.g3069 0 0 0 0 0 0
ScZCZ4B_468.g3070 0 0 0 0 0 0
ScZCZ4B_468.g3071 2 0 0 0 0 0
ScZCZ4B_468.g3072 0 0 0 0 0 0
ScZCZ4B_468.g3073 0 0 0 0 0 0
ScZCZ4B_468.g3074 3 0 3 1 7 2
ScZCZ4B_468.g3075 0 0 0 0 0 0
ScZCZ4B_468.g3076 0 0 0 0 0 0
ScZCZ4B_468.g3077 43 10 110 16 16 16
ScZCZ4B_468.g3078 0 0 2 0 0 0
ScZCZ4B_468.g3079 0 0 0 0 0 0
ScZCZ4B_468.g3080 62 10 113 29 15 6
ScZCZ4B_468.g3081 284 78 501 84 79 87
ScZCZ4B_468.g3082 0 0 4 0 0 1
ScZCZ4B_468.g3083 421 154 980 127 124 110
ScZCZ4B_468.g3084 72 9 115 2 10 9
ScZCZ4B_468.g3085 54 6 132 12 6 7
ScZCZ4B_468.g3086 2795 1167 4316 1288 1321 821
ScZCZ4B_468.g3087 47 9 136 16 5 8
ScZCZ4B_468.g3088 18 2 29 3 11 2
ScZCZ4B_468.g3089 75 13 134 21 43 29
ScZCZ4B_468.g3090 8 0 5 2 2 2
ScZCZ4B_468.g3091 14 0 20 43 9 15
ScZCZ4B_468.g3092 92 27 177 24 37 23
ScZCZ4B_468.g3093 164 39 298 24 20 12
ScZCZ4B_468.g3094 5 0 2 0 2 0
ScZCZ4B_468.g3095 0 0 0 0 0 0
ScZCZ4B_468.g3096 273 115 531 92 125 83
ScZCZ4B_468.g3097 7 0 9 0 1 0
ScZCZ4B_468.g3098 21 11 37 7 11 31
ScZCZ4B_468.g3099 1038 183 2084 171 446 233
ScZCZ4B_468.g3100 4 2 8 2 3 3
ScZCZ4B_468.g3101 13 6 31 2 9 6
ScZCZ4B_468.g3102 0 0 3 0 2 6
ScZCZ4B_468.g3103 154 85 427 81 63 75
ScZCZ4B_468.g3104 16 2 63 19 7 5
ScZCZ4B_468.g3105 68 33 132 26 18 27
ScZCZ4B_468.g3106 190 45 172 55 101 89
ScZCZ4B_468.g3107 306 83 343 97 260 161
ScZCZ4B_468.g3108 12 15 83 0 19 4
ScZCZ4B_468.g3109 12 3 39 8 7 12
ScZCZ4B_468.g3110 16 10 64 6 8 11
ScZCZ4B_468.g3111 0 0 0 0 0 0
ScZCZ4B_468.g3112 0 0 2 0 0 0
ScZCZ4B_468.g3113 0 6 2 0 0 0
ScZCZ4B_468.g3114 0 0 2 2 0 0
ScZCZ4B_468.g3115 0 0 2 0 0 2
ScZCZ4B_468.g3116 0 0 2 0 0 0
ScZCZ4B_468.g3117 41 6 121 13 7 4
ScZCZ4B_468.g3118 37 6 53 21 17 11
ScZCZ4B_468.g3119 9 0 24 7 3 0
ScZCZ4B_468.g3120 175 43 310 60 51 77
ScZCZ4B_468.g3121 0 2 1 8 3 2
ScZCZ4B_468.g3122 753 153 1160 308 518 367
ScZCZ4B_468.g3123 93 10 171 3 23 21
ScZCZ4B_468.g3124 102 42 204 82 107 32
ScZCZ4B_468.g3125 38 18 53 26 25 15
ScZCZ4B_468.g3126 41 7 44 4 15 6
ScZCZ4B_468.g3127 4 6 18 10 13 4
ScZCZ4B_468.g3128 0 0 6 0 0 0
ScZCZ4B_468.g3129 0 0 1 0 0 0
ScZCZ4B_468.g3130 0 0 0 0 0 0
ScZCZ4B_468.g3131 0 0 0 0 0 0
ScZCZ4B_468.g3132 2 0 4 0 1 3
ScZCZ4B_468.g3133 183 91 375 82 73 53
ScZCZ4B_468.g3134 0 0 0 0 0 0
ScZCZ4B_468.g3135 0 4 0 2 0 0
ScZCZ4B_468.g3136 84 29 129 100 33 38
ScZCZ4B_468.g3137 0 0 0 2 0 0
ScZCZ4B_468.g3138 3 6 16 4 5 0
ScZCZ4B_468.g3139 0 0 0 0 0 0
ScZCZ4B_468.g3140 58 22 78 4 4 8
ScZCZ4B_468.g3141 70 9 159 25 9 8
ScZCZ4B_468.g3142 33 4 69 3 3 3
ScZCZ4B_468.g3143 22 8 33 2 1 8
ScZCZ4B_468.g3144 0 2 13 2 2 2
ScZCZ4B_468.g3145 8 4 28 0 0 0
ScZCZ4B_468.g3146 25 8 68 22 13 0
ScZCZ4B_468.g3147 6 6 19 13 10 10
ScZCZ4B_468.g3148 0 0 0 0 0 0
ScZCZ4B_468.g3149 4 5 15 9 9 2
ScZCZ4B_468.g3150 24 2 53 25 4 8
ScZCZ4B_468.g3151 287 144 484 132 91 50
ScZCZ4B_468.g3152 313 79 449 164 240 166
ScZCZ4B_468.g3153 0 0 0 0 0 0
ScZCZ4B_468.g3154 0 0 0 0 0 0
ScZCZ4B_468.g3155 0 0 0 0 0 0
ScZCZ4B_468.g3156 0 0 0 0 0 0
ScZCZ4B_468.g3157 2 2 2 0 0 0
ScZCZ4B_468.g3158 1 0 0 0 2 0
ScZCZ4B_468.g3159 1 1 9 0 0 1
ScZCZ4B_468.g3160 0 2 0 0 0 0
ScZCZ4B_468.g3161 205 27 418 63 43 25
ScZCZ4B_468.g3162 4 0 9 6 0 2
ScZCZ4B_468.g3163 4 0 2 0 0 0
ScZCZ4B_468.g3164 510 79 1127 72 71 45
ScZCZ4B_468.g3165 358 108 672 92 91 70
ScZCZ4B_468.g3166 61 25 130 14 15 19
ScZCZ4B_468.g3167 10 15 16 6 4 2
ScZCZ4B_468.g3168 329 93 812 24 44 10
ScZCZ4B_468.g3169 53 11 168 5 3 7
ScZCZ4B_468.g3170 500 168 687 192 589 232
ScZCZ4B_468.g3171 106 47 128 45 222 68
ScZCZ4B_468.g3172 528 181 868 374 242 232
ScZCZ4B_468.g3173 0 0 0 2 0 0
ScZCZ4B_468.g3174 5 0 4 0 0 0
ScZCZ4B_468.g3175 37 18 54 8 3 1
ScZCZ4B_468.g3176 70 7 152 13 12 12
ScZCZ4B_468.g3177 0 0 13 1 0 0
ScZCZ4B_468.g3178 207 50 396 34 29 21
ScZCZ4B_468.g3179 27 23 87 2 12 3
ScZCZ4B_468.g3180 111 30 174 37 49 32
ScZCZ4B_468.g3181 26 2 37 2 7 0
ScZCZ4B_468.g3182 0 2 0 0 6 0
ScZCZ4B_468.g3183 211 71 247 54 88 98
ScZCZ4B_468.g3184 1015 468 2300 54 59 88
ScZCZ4B_468.g3185 14 3 13 824 840 749
ScZCZ4B_468.g3186 144 52 285 28 29 10
ScZCZ4B_468.g3187 43 0 65 16 20 10
ScZCZ4B_468.g3188 209 95 451 114 152 127
ScZCZ4B_468.g3189 110 57 159 38 55 31
ScZCZ4B_468.g3190 434 273 864 156 180 100
ScZCZ4B_468.g3191 7 8 11 2 5 6
ScZCZ4B_468.g3192 858 481 1837 177 190 101
ScZCZ4B_468.g3193 43 6 81 17 44 8
ScZCZ4B_468.g3194 345 82 700 49 53 60
ScZCZ4B_468.g3195 689 237 1156 232 408 209
ScZCZ4B_468.g3196 0 0 2 0 0 0
ScZCZ4B_468.g3197 6 2 9 14 6 7
