gene male1 male2 female1 female2 asexual1 asexual2
100167290 213 116 382 488 481 379
100167291 102 76 42 41 181 114
100167292 969 716 758 978 785 831
100167294 0 0 0 1 0 0
100167295 9083 6353 916 2746 5349 5767
100167296 140 117 204 198 733 535
100167297 419 314 789 914 994 971
100167298 677 525 494 796 1036 1079
100167299 15649 11741 7926 8289 27195 16644
100167300 790 601 654 978 1190 1061
100167303 193 151 178 232 121 157
100167304 281 216 217 244 397 207
100167305 3661 2701 506 774 2489 2220
100167306 2631 2116 554 741 3460 2280
100167307 487 372 29 51 441 387
100167308 215 212 485 572 1212 1165
100167309 2082 1621 1088 1771 1563 1846
100167311 1040 930 438 836 1080 1302
100167312 721 607 498 1127 609 941
100167313 40 38 41 33 4 2
100167315 4 3 0 0 0 0
100167316 637 484 345 617 438 737
100167317 285 210 390 559 341 390
100167319 446 321 31 53 409 289
100167320 485 341 346 666 510 688
100167322 184 149 6 9 67 72
100167323 0 0 0 0 0 0
100167324 4 3 2 3 1322 1074
100167325 1270 887 351 451 1257 913
100167327 1314 1042 2175 2515 1959 1919
100167328 435 283 489 777 780 818
100167329 129 108 159 354 147 106
100167330 767 625 650 950 1023 1309
100167331 680 510 324 568 357 180
100167333 52 38 986 953 840 752
100167336 1890 1629 796 1020 2061 1557
100167337 926 737 621 932 942 844
100167339 666 510 211 531 482 691
100167340 3830 2827 4168 6286 7090 6166
100167341 26 15 7 3 13 20
100167343 84 79 50 84 157 164
100167345 1125 730 360 395 455 359
100167346 63 43 0 2 33 24
100167347 1056 737 529 510 1658 959
100167349 773 628 583 1216 840 1013
100167350 269 182 29 32 70 69
100167353 1875 1600 114 165 2399 1687
100167354 0 0 0 0 0 0
100167357 41 21 7 5 451 424
100167358 358 307 518 530 834 619
100167359 30397 24170 5389 8663 10142 8868
100167360 13 10 0 0 10 9
100167362 222 200 474 649 406 488
100167363 1020 802 1237 1786 2409 1994
100167364 117 101 127 154 229 153
100167365 2105 1769 212 242 2946 1650
100167366 4159 3789 5951 7281 21151 13923
100167367 22 19 12 17 165 111
100167368 137 96 793 987 367 369
100167369 4570 3489 235 308 15321 9154
100167370 339 237 194 290 253 391
100167373 86 60 1 2 253 218
100167374 1669 1237 74 109 185 184
100167375 806 593 691 871 1538 1164
100167377 576 534 426 581 889 848
100167378 42 25 2 2 170 109
100167379 121219 83773 16465 26716 110155 91388
100167380 513 397 67 99 359 298
100167382 3833 3478 5865 5797 21102 9746
100167383 16640 12866 2333 3518 7073 5486
100167384 425 330 314 693 543 782
100167385 3840 2880 1251 2702 5766 6493
100167386 45 43 18 18 295 198
100167387 224 146 463 596 416 487
100167388 32 25 126 212 95 111
100167389 822 639 778 914 1493 1132
100167390 18 12 0 2 12 21
100167391 500 373 232 299 296 312
100167392 826 659 423 790 817 994
100167394 375 310 311 549 549 506
100167395 575 401 932 1992 688 1140
100167396 3223 3044 1754 2476 3319 2447
100167397 868 524 129 193 1655 1397
100167398 443 344 41 45 641 634
100167399 99 99 345 383 751 417
100167400 8 9 1 7 263 168
100167401 538 477 1423 4348 1820 3136
100167402 1 2 0 0 0 0
100167403 368 236 100 137 646 437
100167404 1410 1003 1527 1760 2493 1972
100167406 773 618 1323 1407 1785 1145
100167407 306 295 34 68 143 146
100167410 983 802 553 683 1385 1190
100167412 13 14 6 7 15 23
100167413 704 617 1101 1390 1415 964
100167414 2658 2122 1719 2910 5573 5497
100167415 1 2 3 2 3 4
100167416 491 427 103 129 146 130
100167417 371 328 379 539 609 625
100167418 93 75 11 5 68 48
100167419 298 243 44 92 173 212
100167420 302 213 15 38 119 97
100167421 302 222 341 500 464 537
100167422 2116 1959 902 907 2201 1544
100167423 259 212 324 359 651 533
100167424 4116 3300 556 1264 2117 2501
100167425 2888 2132 2411 3032 3724 3050
100167426 5071 3372 747 1173 2454 1936
100167427 14739 13206 862 1226 2729 2929
100167428 441 341 26 55 839 735
100167429 1929 1398 1657 3247 2478 2548
100167430 32 25 11 38 27 32
100167431 884 755 168 356 378 324
100167432 182 155 398 551 289 345
100167433 6 4 507 751 40 55
100167434 67 34 438 404 292 256
100167435 1387 994 1709 2233 3079 2654
100167436 1514 1183 1616 2046 5647 4086
100167437 440 372 305 340 530 501
100167438 259 186 253 454 303 245
100167439 442 331 335 531 295 488
100167441 28 31 1 1 7 5
100167442 80 59 37 24 274 140
100167443 172 149 195 246 202 244
100167444 2660 2232 980 1250 2327 1786
100167445 227 200 305 477 398 504
100167446 6739 5857 8888 8659 29578 16326
100167447 1415 1030 1113 1629 2553 2165
100167449 63 45 1 2 4 6
100167450 496 347 561 655 869 766
100167453 65 56 185 215 176 131
100167454 241 177 489 552 582 462
100167455 47 39 8 11 2 3
100167456 363 241 303 493 835 789
100167457 398 288 857 1486 789 947
100167458 502 430 922 1411 640 796
100167459 91 74 264 372 210 163
100167461 2999 2327 3324 8878 7697 10270
100167462 2550 1887 264 457 1506 1413
100167463 28 26 335 450 207 210
100167464 26 11 11 8 618 452
100167465 474 385 398 511 365 383
100167466 19 17 586 742 137 161
100167467 68 74 0 2 0 0
100167468 317 257 140 290 411 611
100167469 589 440 584 1316 649 1283
100167470 8488 7434 2073 2910 4841 2676
100167471 345 272 285 335 1119 724
100167472 1959 1296 244 324 2276 1391
100167473 176 159 162 299 2227 2316
100167474 459 399 391 324 684 420
100167475 3254 2531 1271 2194 1343 1330
100167476 111 71 11 18 167 127
100167479 369 271 390 627 524 706
100167480 3 1 0 0 0 1
100167481 3808 2906 783 913 1633 912
100167482 379 291 165 531 269 486
100167483 2279 1732 1756 1853 1768 1192
100167484 325 303 101 146 265 165
100167485 1050 880 669 871 1546 1432
100167486 95 357 1 1 21 16
100167487 70 53 16 53 87 87
100167488 128 97 481 1047 187 266
100167489 333 264 269 354 629 554
100167491 183 182 360 483 492 410
100167492 228 138 209 280 1085 818
100167493 261 195 137 230 306 325
100167494 5643 3658 789 1057 3214 1791
100167495 535 474 995 2344 563 941
100167497 155 144 80 145 510 413
100167498 5646 4449 3057 4974 5282 6235
100167499 168 148 201 223 333 218
100167500 32 27 3 5 152 96
100167501 267 248 174 249 327 276
100167502 2 1 0 0 13 10
100167503 5573 4073 1118 1317 885 613
100167505 1645 1340 351 335 576 338
100167506 181 122 73 59 31 16
100167507 901 704 1043 1264 2074 1947
100167508 2688 2554 4719 4809 16600 10453
100167510 530 449 165 180 824 517
100167511 849 723 627 997 1090 1462
100167513 119 74 9 9 668 318
100167514 386 295 139 390 569 636
100167515 414 287 86 91 828 542
100167517 550 463 599 1074 750 1123
100167518 427 319 647 643 106 115
100167519 1398 1010 653 851 2083 1574
100167520 790 622 1390 1652 2516 1794
100167521 527 477 913 1229 790 901
100167522 632 611 1778 1985 4090 2615
100167523 457 342 224 255 722 469
100167524 2511 2260 1179 1462 2194 2034
100167526 283 252 147 309 119 233
100167527 0 0 0 0 0 1
100167528 4 3 11 7 10 2
100167530 0 0 2 0 0 1
100167531 0 0 2 0 4 5
100167532 5462 4773 7051 7603 26121 14672
100167533 865 670 340 523 736 690
100167534 2807 1893 536 1035 1433 1378
100167538 111 54 69 83 179 108
100167539 715 446 803 911 1229 759
100167540 365 296 437 851 429 675
100167541 218 166 192 210 216 181
100167542 174 123 286 375 285 345
100167543 48 50 46 82 223 189
100167545 217 173 327 310 375 270
100167546 29 21 117 104 487 270
100167547 468 388 259 883 257 364
100167548 2302 1884 931 1196 2370 1549
100167549 135 100 4 18 171 139
100167550 596 475 522 571 1359 986
100167551 974 705 132 245 161 166
100167552 336 356 251 626 358 649
100167553 1060 818 592 763 1526 1060
100167554 660 449 612 573 797 575
100167555 712 611 598 753 1100 996
100167557 2380 2041 4057 3882 15282 8185
100167558 1136 776 715 756 1319 825
100167559 2 2 1178 1277 109 122
100167560 337 273 315 867 394 710
100167561 7 10 0 0 0 0
100167562 1469 1075 73 95 862 607
100167563 3 1 0 0 0 2
100167566 536 357 523 612 1110 1053
100167567 120 125 1032 2142 1815 2625
100167568 59 33 50 76 76 63
100167569 805 600 1362 1581 2114 1984
100167570 618 537 1089 1734 2137 1706
100167571 1166 908 973 1085 1103 1199
100167572 197 120 41 47 308 187
100167575 4298 3181 1418 2740 3214 3253
100167576 89 61 62 95 96 85
100167577 213 152 204 354 264 391
100167578 630 510 526 556 675 514
100167579 1300 941 823 955 2019 1482
100167580 4134 3279 2128 2762 3606 2315
100167582 341 290 352 551 348 503
100167583 463 383 342 1051 509 979
100167584 901 701 877 1812 1222 1494
100167585 14051 11052 1274 2870 1391 1880
100167586 2315 1707 1688 2552 4071 3822
100167587 6907 5919 1043 1694 2224 2103
100167588 763 567 431 536 974 909
100167589 1430 1220 622 604 1430 1218
100167590 100 81 218 230 298 223
100167591 337 202 170 381 313 383
100167594 47 37 4 12 15 30
100167595 530 439 451 723 456 611
100167596 2 1 0 0 0 0
100167597 657 494 81 161 126 128
100167598 4358 3203 1682 1907 4376 2830
100167599 486 331 709 1203 790 949
100167601 419 344 434 476 422 453
100167602 779 609 420 946 517 809
100167603 583 623 307 512 694 662
100167604 207 196 300 369 618 543
100167606 474 340 171 233 730 437
100167607 9571 8304 2542 3068 9236 5562
100167608 0 1 1 1 0 1
100167609 904 650 992 1064 1500 940
100167610 345 237 225 186 887 539
100167611 32 34 37 43 31 30
100167612 284 236 47 38 241 172
100167613 140 125 261 354 170 235
100167614 0 0 0 0 0 0
100167616 587 384 104 209 645 678
100167617 15436 13072 3078 4127 3346 2080
100167618 459 354 246 250 475 342
100167619 466 331 423 729 372 550
100167620 2011 1630 4003 5352 4601 4021
100167621 1024 804 713 816 1263 769
100167624 60 48 397 409 309 195
100167625 282 226 38 51 328 178
100167629 31 20 0 4 33 39
100167630 287 268 89 174 140 230
100167631 467 422 847 820 563 451
100167632 0 0 0 0 0 0
100167634 1297 1068 109 186 500 386
100167635 1487 1048 706 919 1876 1232
100167636 689 576 747 1192 784 1167
100167638 2092 1469 663 741 790 710
100167639 3440 2346 541 1088 2872 3123
100167640 213 182 190 242 406 361
100167644 621 450 509 595 1042 669
100167645 6229 4033 600 930 2355 2573
100167646 1669 1381 319 450 285 259
100167648 116 83 42 75 189 141
100167649 468 363 159 195 287 209
100167650 307 203 769 897 450 339
100167651 1073 1263 86 129 290 163
100167652 610 520 753 713 1125 919
100167654 558 426 697 1063 954 869
100167655 574 465 163 214 442 289
100167656 106 129 256 531 350 531
100167657 9 10 10 27 41 25
100167658 265 206 155 267 268 329
100167659 163 104 35 44 251 183
100167661 1539 1091 1135 1264 3023 1987
100167662 1202 1006 684 1286 2130 1792
100167664 0 0 0 0 0 0
100167666 2516 1926 340 539 777 556
100167668 702 451 166 196 949 545
100167669 447 396 306 857 488 701
100167671 410 283 468 455 581 535
100167672 235 157 34 48 1207 658
100167673 2760 2997 14 23 253 243
100167674 1051 768 1037 1624 1638 1625
100167675 809 647 96 145 401 316
100167676 128 119 262 214 343 202
100167677 0 0 0 0 1 2
100167679 162 132 357 544 257 334
100167680 113 88 4 13 489 307
100167682 6 7 0 6 0 5
100167683 107 65 39 33 265 218
100167685 201 167 1226 2020 1648 1971
100167686 28 23 848 837 622 590
100167687 19 4 9 7 2626 1756
100167688 2742 1837 1079 1791 1776 1794
100167689 1218 915 1857 3827 1426 2202
100167692 129 96 548 956 741 1078
100167693 1140 835 683 763 1129 812
100167694 72 52 106 100 51 40
100167697 589 387 169 450 345 586
100167698 445 401 430 656 408 500
100167699 94 71 5 12 30 34
100167700 1850 1450 1689 1936 3022 2361
100167701 829 551 234 245 577 449
100167703 175 114 26 34 231 173
100167704 1 2 0 0 0 1
100167705 93 74 116 137 107 115
100167706 3213 2315 394 978 2508 2541
100167707 1010 871 743 1722 1238 1334
100167708 102 106 1388 1278 682 601
100167709 0 0 0 0 2 1
100167711 1194 1125 1154 1167 1903 1390
100167712 127 113 209 240 311 283
100167714 1029 782 1545 1660 1131 876
100167715 124 78 260 283 358 280
100167716 354 236 1 0 1 0
100167717 1598 1087 608 693 1467 840
100167718 123 110 279 284 214 255
100167719 703 529 262 636 522 863
100167720 227 193 55 98 234 155
100167721 468 455 184 207 668 457
100167722 246 215 994 1416 718 931
100167724 785 569 416 623 1107 865
100167725 119 83 157 136 264 168
100167726 1110 902 380 974 662 1145
100167728 898 666 995 1319 732 964
100167729 149 184 76 145 230 243
100167730 60 50 172 163 171 134
100167731 698 651 1123 1190 2321 1907
100167732 652 532 760 777 914 763
100167733 2515 1889 2377 2961 2649 1931
100167734 313 238 394 630 359 491
100167736 38777 36103 22356 26529 43146 25499
100167737 35 32 5 6 20 13
100167739 913 692 696 1839 639 1138
100167740 533 340 51 101 315 324
100167741 317 287 1077 2795 906 1303
100167742 422 354 488 427 452 229
100167744 11 5 108 250 38 73
100167745 150 110 21 29 479 292
100167746 251 229 99 198 224 173
100167748 54 55 423 479 182 195
100167749 657 539 11 35 380 278
100167750 14380 10684 1514 1980 3070 2476
100167751 348 246 681 641 1380 947
100167752 950 707 276 348 1016 640
100167753 250 201 547 688 61 39
100167754 1413 977 409 514 829 591
100167755 12014 8519 845 1554 4121 3528
100167756 331 244 328 408 256 276
100167758 245 196 16 20 1434 778
100167759 3 2 0 1 0 1
100167760 185 126 35 66 176 139
100167762 8366 6197 1092 1801 500 430
100167763 288 218 16 19 418 347
100167764 3424 2647 1075 1258 1692 994
100167765 106 82 55 75 144 98
100167767 129 131 474 797 243 282
100167768 21 38 0 0 1744 765
100167769 44369 28844 7158 9699 30070 22934
100167770 1092 879 487 1018 1104 1465
100167772 259 158 13 25 30 33
100167773 930 653 1207 1459 2692 2169
100167776 286 197 218 339 470 420
100167777 17 16 5 17 240 129
100167778 167 114 607 932 636 827
100167780 152 125 3 3 1 0
100167781 41 29 11 17 6744 7807
100167782 669 535 293 441 482 383
100167783 2224 1721 1025 1681 2027 1958
100167784 236 192 354 441 520 515
100167786 129 122 181 292 93 138
100167788 0 0 0 0 1 0
100167791 5304 4887 4955 8248 12051 9648
100167792 1 1 32 81 83 96
100167793 78 60 45 40 135 99
100167794 1243 925 1002 1242 1632 1426
100167795 277 220 362 437 421 437
100167797 642 504 72 78 683 462
100167798 351 247 385 379 492 387
100167799 229 171 237 388 245 341
100167800 504 382 486 912 635 826
100167801 104 91 58 155 284 342
100167802 109 76 983 1181 381 362
100167803 1999 1470 737 1200 1426 1395
100167805 2448 1991 2614 3380 7286 6090
100167808 819 489 252 300 629 435
100167810 749 476 133 278 415 595
100167812 9606 10917 131 163 1257 558
100167813 137 113 2 18 30 44
100167814 2188 1978 1162 1265 2671 2147
100167815 623 525 1192 1315 1476 1243
100167816 315 245 607 907 321 422
100167817 230 210 503 824 323 467
100167818 53 32 234 217 351 254
100167820 1071 766 3222 3268 1400 1192
100167821 740 559 943 1197 1148 871
100167822 0 0 0 0 0 0
100167823 137 136 9 21 325 222
100167826 83 67 18 15 215 105
100167827 122 101 360 272 288 199
100167828 533 369 492 579 817 844
100167829 41 35 187 213 20 12
100167831 321 251 227 367 461 503
100167833 4 5 82 174 974 1247
100167834 1148 909 751 1724 1481 2152
100167835 492 349 343 343 492 330
100167836 94 66 60 72 166 138
100167837 66 118 11 33 1190 1456
100167838 61 32 19 72 169 282
100167839 220 151 291 380 539 525
100167840 566 452 242 542 640 903
100167841 1176 851 2190 2127 1627 1254
100167842 1900 1263 704 1072 1632 1804
100167843 1095 850 1163 1446 1639 1246
100167844 317 187 29 44 1073 762
100167845 160 122 260 445 157 262
100167848 908 677 222 743 1027 1502
100167849 1944 1543 903 1908 2937 2875
100167850 1852 1486 727 1864 2619 3923
100167851 1 1 0 0 347 231
100167853 252 233 2096 2084 863 778
100167854 447 396 620 559 1349 992
100167855 281 226 685 1137 404 521
100167856 107 84 4 11 95 56
100167857 45 22 20 15 116 88
100167859 4 2 17 26 77 55
100167860 287 222 384 364 931 742
100167861 1594 1324 697 868 1868 1351
100167863 6924 5182 683 989 1851 1470
100167864 1748 1338 945 1193 2021 1883
100167865 12 7 89 80 115 72
100167866 90 83 437 809 125 199
100167867 4218 3409 1745 2210 3758 4015
100167868 2339 1568 1955 2300 2848 2018
100167869 49 43 9 14 33 29
100167870 789 553 657 845 1694 1268
100167871 4 5 0 0 11 7
100167872 8 5 0 0 1 3
100167873 1014 856 430 576 1338 868
100167874 223 160 9 17 231 277
100167875 902 827 377 802 592 747
100167876 760 509 867 1192 888 949
100167877 40 26 435 692 324 319
100167878 433 357 563 933 992 1285
100167879 460 340 644 783 1105 774
100167880 200 187 344 415 516 448
100167881 235 303 358 429 1145 665
100167882 0 0 0 0 0 0
100167883 898 821 540 816 1002 1121
100167884 947 666 1330 1498 1652 1159
100167885 163 107 13 19 385 246
100167886 1944 1356 589 1307 2619 2991
100167887 1048 862 1027 1208 1455 1439
100167888 819 733 484 1108 587 843
100167889 388 426 29 45 103 76
100167890 403 294 164 444 592 857
100167891 171 159 173 182 577 460
100167894 455 352 416 465 980 717
100167896 2016 1590 973 1447 1466 1413
100167897 2848 2222 1701 2655 2988 2994
100167898 523 347 483 869 807 1027
100167899 159 116 183 451 315 582
100167901 432 397 578 691 468 583
100167902 875 527 3460 3720 2205 1575
100167904 54 47 923 1701 572 712
100167905 30 16 621 806 254 302
100167906 11989 10567 4344 4493 15806 7771
100167907 290 205 306 586 283 436
100167908 26 27 14 35 11 19
100167909 1 0 0 0 0 0
100167910 32 22 8 21 62 46
100167911 2 11 1 0 18 10
100167913 437 423 217 316 692 507
100167914 0 0 0 0 0 0
100167917 358 333 808 1140 948 1229
100167918 0 0 0 1 0 0
100167919 689 548 76 57 201 143
100167920 0 0 122 182 0 1
100167921 212 287 947 1552 2055 1862
100167922 0 0 0 1 0 0
100167923 144 93 266 427 177 283
100167924 2988 2831 4132 4775 17372 8703
100167925 55 32 1713 2379 950 836
100167926 0 0 0 0 0 2
100167927 263 219 161 495 263 550
100167928 12224 9781 2711 6023 4035 5671
100167931 2 0 1 2 2 0
100167932 689 509 384 600 753 810
100167933 3 2 0 0 0 1
100167934 1308 940 709 1101 1605 1562
100167935 0 0 43 52 18 14
100167936 920 827 1037 1339 1694 1743
100167937 515 443 546 656 771 746
100167938 524 428 327 691 392 637
100167939 609 473 153 436 727 1016
100167940 343 303 843 898 681 590
100167942 267 190 127 146 272 216
100167943 0 0 0 0 0 0
100167945 76 84 214 376 248 371
100167947 1479 1249 2015 4525 3202 4167
100167948 5 7 3 6 2878 1905
100167950 160 119 9 24 71 80
100167951 68 71 615 619 615 468
100167952 228 202 83 100 1666 1032
100167953 272 257 261 815 241 538
100167954 11 9 0 1 0 0
100167955 555 415 428 611 591 547
100167956 0 0 0 0 0 0
100167957 97 73 13 36 300 235
100167959 666 522 118 281 409 581
100167962 7 12 0 2 25 34
100167963 1153 856 652 1342 1188 1721
100167964 671 495 420 501 1144 811
100167965 5119 3083 373 1020 4442 4275
100167966 142 93 2 5 6 8
100167968 1 0 1 0 0 0
100167969 338 286 186 292 327 296
100167970 930 722 1002 1169 2064 1474
100167972 441 349 1040 1348 648 659
100167973 928 772 747 1155 1169 1524
100167974 1223 1008 1006 1142 2950 1773
100167975 7 4 0 1 156 119
100167976 106 107 1 7 19 14
100167977 2467 1964 1174 2087 2374 2332
100167978 1705 1303 900 1839 1360 1831
100167979 66 41 180 335 106 188
100167980 163 101 101 83 511 286
100167981 80 47 30 38 161 98
100167982 202 187 985 1541 1005 1353
100167983 1026 799 1165 1649 1351 1411
100167984 1887 1764 108 287 1295 1448
100167985 971 821 840 2338 1780 2768
100167986 25 25 3 1 138 93
100167987 3040 2270 351 639 1012 945
100167988 1128 859 296 1091 984 1811
100167990 610 466 892 1279 922 1219
100167991 1674 1293 927 1116 1459 956
100167993 355 257 27 31 512 270
100167995 729 449 65 126 1239 958
100167996 13438 9080 732 2289 4379 5295
100167997 1461 1114 653 1481 1252 1868
100167998 18 17 1409 2259 113 139
100167999 174 121 264 314 176 211
100168000 6 4 0 3 54 36
100168001 280 210 216 282 330 352
100168002 67 55 38 82 112 154
100168003 657 500 312 301 825 538
100168004 3723 3322 4744 6248 23317 15928
100168005 252 255 384 333 758 490
100168006 57 27 7 10 291 306
100168007 1112 1102 9 37 41 32
100168009 4 3 0 0 0 0
100168010 0 1 12 13 13 1
100168014 1156 866 1052 1200 1831 1207
100168015 4 10 42 62 17 11
100168017 2253 1690 612 880 2188 1514
100168020 1503 1296 1482 2264 1826 2115
100168021 1116 852 545 882 948 1341
100168023 11 7 47 49 5 4
100168024 2975 2563 335 497 1642 1345
100168026 4708 3156 669 826 1717 1513
100168027 80 61 0 0 0 0
100168028 629 540 375 771 662 871
100168031 351 273 223 225 552 296
100168032 602 547 502 506 845 576
100168033 547 439 740 855 676 796
100168034 9 6 1 12 8 2
100168035 172 123 184 248 257 290
100168036 2 2 0 0 0 0
100168038 1732 2160 2306 4755 2117 1941
100168039 733 873 1747 2578 6380 4571
100168040 5260 3902 5013 9112 8369 8516
100168041 92 62 17 41 54 56
100168042 428 381 517 526 1106 731
100168043 93 100 5 6 510 160
100168044 37 20 7 23 24 28
100168045 188 128 13 13 264 227
100168046 4015 2921 1457 1795 2173 1728
100168047 1584 1192 853 1193 2232 1944
100168049 319 253 397 548 444 575
100168050 336 248 445 826 302 524
100168052 0 0 0 0 0 0
100168053 213 189 433 511 1451 875
100168054 443 358 664 886 753 657
100168055 228 144 111 214 179 277
100168056 809 659 643 951 1182 995
100168057 769 619 708 749 1260 767
100168058 21 9 3 3 52 39
100168059 413 354 247 401 281 398
100168061 741 550 401 666 963 917
100168063 7 6 681 711 82 59
100168064 681 532 607 1085 945 1330
100168065 1904 1392 1055 1113 763 429
100168068 11245 8115 2089 3713 6018 5008
100168069 935 735 264 317 974 648
100168070 211 174 408 685 474 576
100168071 903 657 562 1352 692 1101
100168074 1340 1118 632 842 791 853
100168075 1346 1255 3293 3116 12256 5169
100168076 1 2 3935 5745 243 273
100168077 501 348 195 263 283 177
100168078 1533 1198 884 1424 1997 2257
100168079 1427 1036 736 1569 2087 2440
100168081 2862 2720 3362 3788 12996 5702
100168082 247 224 822 752 1028 837
100168084 409 307 318 542 519 673
100168085 29 10 10 21 436 477
100168086 340 283 41 52 960 622
100168087 113 107 1 13 122 77
100168088 3054 2172 1515 2111 3191 3153
100168089 1020 857 268 732 533 924
100168090 596 472 51 154 187 272
100168091 70 72 330 240 229 133
100168092 2012 1252 149 217 629 488
100168093 74 57 6 6 122 65
100168094 938 672 592 649 972 591
100168095 36 32 61 105 77 66
100168097 1801 1174 356 512 861 677
100168098 116 109 647 1384 243 362
100168099 319 240 26 98 288 353
100168100 585 442 848 1264 1253 1155
100168101 1788 1481 237 407 1206 959
100168102 2 0 0 0 0 0
100168103 1047 706 512 544 1947 1536
100168104 1380 1034 1118 1770 1354 1599
100168105 11 4 727 890 83 96
100168106 339 271 324 372 519 420
100168107 166 161 112 244 213 307
100168108 10 4 25 40 132 89
100168109 149 76 4 2 3 3
100168111 1206 835 30 79 346 318
100168112 9 10 0 0 0 1
100168113 182 124 321 369 419 305
100168114 803 592 117 471 261 499
100168115 188 146 14 19 245 253
100168116 0 1 220 227 12 8
100168117 420 336 295 400 893 680
100168118 97 96 212 307 198 228
100168119 260 223 319 779 373 505
100168120 199 139 67 106 422 278
100168121 588 486 787 1222 1451 1551
100168122 1885 1295 165 196 2105 1397
100168123 2569 2078 1164 1674 4545 3040
100168124 784 589 154 197 482 298
100168125 744 612 427 558 989 808
100168127 52 37 3 6 12 16
100168128 37 30 660 891 198 215
100168129 430 354 1096 1742 1020 1021
100168130 1202 944 842 999 1740 1344
100168132 79 64 617 629 652 543
100168133 195 137 322 437 174 247
100168134 28 29 13 30 10 14
100168135 910 669 555 1379 1504 2243
100168137 206 178 325 825 283 500
100168138 537 424 669 767 624 596
100168139 416 337 684 1357 440 716
100168140 968 642 180 233 1303 895
100168141 183 127 13 22 108 97
100168142 4 16 6 5 266 186
100168144 429 324 152 195 273 282
100168145 2773 2220 71 54 89 34
100168146 2300 1733 784 2438 2198 3430
100168147 486 512 420 691 693 815
100168148 16872 12641 11133 11795 37436 25910
100168150 241 180 66 219 712 898
100168151 2846 2114 1383 1940 2700 2308
100168152 349 353 158 187 453 338
100168153 64 94 7 20 1880 1342
100168154 273 198 1943 1653 979 552
100168156 6529 4637 973 1377 1935 1252
100168157 532 408 142 269 251 226
100168158 189 141 340 471 249 244
100168159 289 248 301 652 394 617
100168160 2454 1990 1523 1896 4186 2927
100168161 389 303 394 744 324 416
100168162 414 320 430 504 686 630
100168163 1290 731 2304 3886 4339 3302
100168165 615 489 155 238 427 390
100168166 319 252 582 1120 414 646
100168167 8 8 97 127 215 109
100168169 323 199 472 649 662 638
100168170 189 167 12 16 403 233
100168171 33 28 3 7 979 744
100168172 2513 1858 351 479 1773 1071
100168173 146 116 271 450 356 469
100168174 461 330 201 269 754 359
100168175 46 47 88 61 60 67
100168176 365 283 440 541 508 489
100168177 234 202 289 362 326 425
100168178 264 177 96 175 524 297
100168180 47 50 1 3 63 50
100168181 176 128 209 240 181 150
100168182 201 166 393 569 546 374
100168184 18 18 9 13 20 28
100168185 1609 1116 392 645 688 674
100168188 53 34 3 9 6225 4495
100168189 0 0 0 0 0 0
100168190 381 263 1636 1866 620 548
100168191 434 366 680 628 990 625
100168194 298 282 1611 2051 2352 1705
100168195 59 82 269 337 510 220
100168196 113 82 5 16 35 35
100168197 934 687 820 1200 665 789
100168198 37693 30549 40652 48160 86335 57738
100168199 0 0 0 0 0 0
100168200 47 40 139 97 188 115
100168201 2 4 0 0 21 40
100168202 2520 2081 1548 2316 6301 3894
100168203 98 92 758 1209 1024 1287
100168204 1 1 14 28 6 10
100168205 150 93 482 508 307 290
100168206 180 158 30 80 182 198
100168207 205 192 719 819 517 507
100168209 1667 1309 789 1487 1835 2006
100168210 407 308 681 948 965 1057
100168211 984 785 2028 2161 1458 976
100168214 691 574 711 1100 452 627
100168216 447 312 161 229 17 19
100168217 1907 1755 2709 5586 4515 5044
100168218 266 230 199 249 186 140
100168219 9 6 2 2 35 34
100168220 61 49 17 36 118 139
100168221 470 343 445 482 689 521
100168222 464 355 258 526 428 570
100168223 3519 2705 351 966 842 1125
100168224 942 640 648 1061 924 1096
100168225 1793 1311 1173 1491 4493 3040
100168226 80 67 1835 1741 448 399
100168228 253 199 18 33 264 365
100168229 221 145 54 132 125 137
100168230 294 182 906 862 679 366
100168232 66 56 10 31 8687 8453
100168233 176 146 250 454 171 250
100168234 1983 1387 952 1106 1422 1060
100168235 2143 2050 596 926 851 881
100168236 1300 1066 1150 1167 2369 1442
100168237 5 5 6 14 1031 712
100168238 0 0 0 0 0 0
100168239 1844 1217 517 606 1183 790
100168240 2232 2039 1857 2643 3916 2588
100168242 812 687 342 1204 511 954
100168243 184 144 76 135 149 197
100168244 388 251 6 11 2 2
100168245 381 281 298 334 354 311
100168246 333 227 425 400 482 329
100168247 183 277 129 490 116 159
100168248 4 0 5 4 5 3
100168249 83 65 4 6 94 72
100168251 6348 5225 971 1532 3536 2078
100168252 30 22 0 1 109 126
100168253 1094 974 577 695 732 733
100168254 519 427 481 826 566 710
100168255 134 128 72 142 96 123
100168256 1235 952 2367 2964 3372 2423
100168258 975 740 1109 1280 1134 811
100168259 503 425 1410 1539 1081 1247
100168260 1862 1439 1434 1936 3864 2856
100168262 98 61 133 183 160 192
100168263 151 136 2533 2873 5217 4618
100168264 8726 4795 41 61 575 330
100168265 59 42 2 3 11 14
100168266 1440 1058 256 827 1066 1688
100168267 5 5 0 0 0 0
100168269 387 315 295 491 295 467
100168270 9651 6968 5817 6603 11321 7280
100168271 4024 2856 1115 2005 1812 1860
100168272 37 24 0 1 0 0
100168275 7486 5425 424 642 1823 1081
100168276 0 0 1 1 44 26
100168277 275 198 109 155 419 410
100168278 0 0 0 0 0 0
