gene male1 male2 female1 female2 asexual1 asexual2
100159513 2058 1642 1416 2676 2278 2935
100159514 476 356 215 395 433 656
100159515 84 75 7 11 113 73
100159516 0 1 0 0 0 0
100159518 3945 2621 147 485 243 486
100159519 842 619 98 156 1477 1145
100159520 1441 1353 2032 2568 5774 3428
100159521 296 220 306 342 624 472
100159522 2390 1966 1091 2086 3135 3294
100159523 3415 2490 829 877 2155 1579
100159524 3104 2720 1648 2133 4370 2854
100159525 252 200 705 2117 588 1061
100159526 27 36 8 7 1362 599
100159527 8343 7572 259 366 2174 1473
100159528 352 260 452 610 601 706
100159530 422 316 144 208 264 247
100159531 270 202 630 790 539 444
100159533 15 12 10 9 13 21
100159535 325 309 23 27 282 192
100159536 4749 4682 7038 5972 24897 15368
100159537 484 395 243 453 302 420
100159540 1474 1167 709 852 1566 994
100159541 3277 2566 125 274 716 622
100159542 613 566 291 497 747 798
100159543 125 105 7 9 64 47
100159544 3748 3818 5342 4362 24635 10261
100159545 157 113 534 798 307 365
100159546 225 162 672 1153 461 606
100159547 1722 1277 528 972 1104 1186
100159549 4 7 0 2 11 12
100159550 347 227 262 425 246 375
100159551 472 394 574 545 822 572
100159552 928 742 511 600 657 626
100159553 198 155 741 1349 841 1277
100159554 834 686 804 1043 1533 1725
100159555 1375 1071 827 1324 1306 1555
100159556 98 95 55 70 109 99
100159557 8 7 0 3 32 36
100159558 72 61 4 8 0 3
100159559 2732 2023 669 1220 1970 1528
100159560 3312 2624 827 1255 7645 4513
100159561 695 592 439 1282 395 720
100159562 116 96 305 300 237 228
100159563 108 97 189 171 334 215
100159564 3516 2568 8053 17131 3160 3920
100159565 752 588 378 853 231 396
100159566 487 384 65 225 574 811
100159567 199 202 522 474 312 264
100159568 413 300 1040 1161 1181 1043
100159569 852 611 412 1005 719 971
100159570 288 179 328 538 396 282
100159571 3495 3044 4087 4325 19012 10313
100159572 2 0 0 0 5 5
100159573 253 193 750 838 421 416
100159574 2891 2391 1984 3003 2982 3286
100159575 739 522 563 678 905 781
100159576 6911 8050 2991 6905 334 537
100159578 18 26 1 2 2 7
100159579 309 250 368 734 463 605
100159580 350 266 125 191 608 493
100159581 1 5 1 1 0 1
100159582 379 212 105 93 525 317
100159583 1740 1376 1014 1979 1418 1846
100159584 12 2 0 0 44 24
100159585 14601 11454 8899 13822 22911 21206
100159587 78 54 86 90 188 127
100159588 65 54 8 17 1762 1285
100159589 1594 1070 447 623 2421 1691
100159593 278 203 463 546 551 456
100159594 95 121 5621 11629 851 907
100159595 88 71 128 175 129 169
100159596 1337 1016 836 1038 1417 1192
100159597 8731 6600 2119 2677 8672 5378
100159599 937 682 1217 1537 412 377
100159604 10 9 1 0 83 43
100159605 1210 969 1034 1205 1774 1462
100159606 28 27 5 4 56 28
100159607 1075 793 624 1017 1022 1341
100159608 61 53 608 1321 391 571
100159609 312 211 171 383 308 460
100159610 520 400 476 799 852 931
100159612 41093 30477 5488 7171 24331 21673
100159613 31605 25790 4350 6674 3418 2723
100159614 526 426 367 702 670 609
100159616 163 140 148 257 203 222
100159618 226 172 147 160 272 252
100159619 2022 2270 699 808 2827 1853
100159621 685 521 549 1169 1383 1973
100159623 67 56 1531 2462 167 259
100159625 125 59 8 8 41 46
100159626 2751 2277 804 1298 2009 1774
100159627 1013 812 263 266 760 478
100159628 1377 1275 1738 2281 3994 3050
100159629 0 1 0 0 176 88
100159630 31 24 303 557 715 623
100159631 912 811 772 1413 1270 1510
100159632 6173 5427 284 838 828 1240
100159633 1368 1002 888 1529 1441 1741
100159637 1279 1011 7 33 185 226
100159638 490 378 886 804 938 728
100159639 1 6 50 3 0 1
100159640 288 230 292 324 505 384
100159641 1153 958 462 859 659 847
100159642 148 102 58 125 209 229
100159643 8 10 2 6 50 48
100159644 558 408 531 925 495 754
100159645 336 322 362 533 702 624
100159646 66 31 205 187 493 292
100159647 58316 40752 6032 14320 27558 40622
100159648 0 0 0 0 0 0
100159649 1328 1085 734 966 1310 966
100159650 2093 1888 1768 2572 3271 3154
100159651 741 530 200 322 521 360
100159652 25 25 212 262 79 79
100159653 55 35 10 7 75 76
100159654 935 748 657 697 4784 2805
100159655 1003 737 100 115 182 107
100159656 109 88 8 16 88 116
100159657 820 599 1074 1406 1788 1315
100159658 264 208 235 240 504 377
100159659 0 0 0 0 0 0
100159660 1128 817 1112 1614 1381 1429
100159662 722 727 184 250 3803 2082
100159663 560 456 82 180 349 490
100159664 2352 1942 1324 2032 3158 1745
100159666 51 36 122 143 107 159
100159667 5029 3846 1372 1866 3821 2702
100159668 5005 3482 728 1249 925 1074
100159669 190 100 10 33 328 334
100159670 372 282 174 299 506 498
100159671 2215 1688 1248 2454 1722 2005
100159673 323 259 816 1015 1549 1160
100159674 661 473 1721 1975 1320 1264
100159675 834 715 876 1486 1230 1421
100159676 109 84 8 11 280 209
100159678 111 75 86 73 123 89
100159679 12 5 94 200 32 56
100159680 269 224 193 276 380 420
100159681 185 175 240 264 201 234
100159682 3683 2625 820 1283 1386 1378
100159683 145 92 0 0 1 1
100159684 191 141 401 1275 459 890
100159685 213 189 7 26 4784 3266
100159686 820 677 494 837 797 1053
100159687 113 76 222 435 130 198
100159688 4 5 3 3 962 564
100159689 1802 1448 1899 3043 4110 3500
100159691 966 637 95 119 95 85
100159692 197 191 78 166 164 223
100159693 208 96 466 708 1051 1025
100159694 417 345 108 208 2196 1714
100159695 18 21 9 8 134 105
100159696 777 595 1088 2116 1284 1632
100159697 2355 1863 1171 1715 1725 1605
100159700 110 80 13 26 4427 3304
100159701 492 330 426 560 828 684
100159702 572 477 480 568 450 531
100159703 490 398 73 156 262 214
100159704 1203 873 1063 1882 1596 1559
100159705 822 721 1212 1172 2024 1207
100159706 538 437 471 554 1054 770
100159707 192 144 214 281 275 259
100159708 52 48 9 27 38 48
100159709 3470 2576 1382 2819 2552 2983
100159710 0 0 231 313 9 14
100159711 869 627 343 399 1519 1057
100159712 37 31 18 19 2 8
100159713 1151 856 463 741 1230 1012
100159714 262 165 333 341 436 290
100159715 39 54 0 0 433 236
100159716 89 91 129 343 120 213
100159717 119 77 1 1 31 14
100159718 0 1 0 0 0 3
100159719 1661 1231 609 827 1775 1846
100159720 50 42 27 55 199 294
100159721 463 327 89 209 547 689
100159722 19 22 81 143 82 84
100159723 381 233 92 177 288 375
100159724 146 137 252 371 283 304
100159725 100 88 182 223 188 177
100159728 2223 1532 1390 1516 3965 2435
100159729 289 257 835 850 297 220
100159730 6 6 6 1 20 10
100159731 11 7 2 5 342 275
100159732 425 308 8 13 33 12
100159733 479 311 778 889 701 563
100159734 861 699 726 810 751 747
100159735 3 6 3 2 200 148
100159736 132 112 216 227 365 352
100159738 261 175 25 43 264 228
100159739 1063 799 1366 1973 997 1099
100159740 153 104 344 829 406 584
100159741 1525 1097 179 368 586 648
100159742 3216 2458 483 931 2116 2151
100159743 252 207 9 30 114 122
100159744 577 434 301 367 829 636
100159745 13 3 1 0 776 425
100159746 558 867 52 77 1371 664
100159747 622 461 278 521 688 1029
100159748 202 162 98 250 202 294
100159749 285 187 695 647 612 439
100159750 100 124 35 56 944 1033
100159751 2085 1594 941 1452 1308 1299
100159752 534 660 115 164 493 274
100159753 1 0 4 8 134 88
100159754 17 11 3 1 12 14
100159755 662 460 914 1028 709 754
100159756 96 87 15 23 994 868
100159757 1150 1065 1129 2014 1735 1599
100159758 3018 2234 1998 2728 1489 1808
100159759 337 332 54 84 437 303
100159760 4163 3288 1562 2016 4096 2822
100159761 2363 1543 788 1026 536 534
100159762 1836 1145 634 724 958 940
100159764 8716 7292 2025 5244 1994 3226
100159766 708 577 426 593 567 643
100159768 904 741 697 1018 677 618
100159769 1482 1142 1278 2757 6405 6983
100159770 902 775 186 543 623 950
100159771 213 176 665 1322 585 713
100159773 381 297 303 590 347 495
100159774 195 161 869 665 2279 1294
100159775 46 37 744 791 247 223
100159776 268 261 333 548 398 551
100159777 987 849 225 457 594 826
100159778 17389 15638 23253 33998 16912 10717
100159779 0 0 0 0 0 0
100159782 829 665 691 846 1971 1606
100159783 816 691 320 506 538 764
100159785 338 249 510 740 413 498
100159787 1046 791 652 907 928 981
100159788 535 458 396 427 673 439
100159789 214 177 268 341 150 185
100159790 2988 2322 1018 1359 2405 1429
100159791 1155 820 66 58 267 133
100159795 3681 2245 1293 1590 566 459
100159796 5 4 4 2 4 3
100159797 979 722 125 227 4319 4095
100159798 271 224 184 239 324 334
100159799 64 47 421 393 405 276
100159800 121 156 26 50 164 157
100159801 186 413 0 0 2 2
100159803 10 14 1 1 100 157
100159804 127 132 364 326 649 460
100159805 16912 12636 4173 5718 4028 2591
100159806 1602 1340 632 1523 1512 2245
100159807 9 9 1 2 72 53
100159808 0 0 0 0 0 0
100159809 0 0 0 0 0 0
100159810 33 46 0 0 0 0
100159811 60 35 12 11 117 61
100159812 61 49 8 19 28 30
100159813 2054 1565 919 947 3916 1960
100159814 609 444 1020 937 675 462
100159815 290 203 483 464 737 553
100159816 1 0 0 0 0 0
100159817 155 123 189 497 307 572
100159818 1195 769 1227 1796 2124 1746
100159821 1250 889 91 127 810 581
100159822 233 231 382 702 618 784
100159824 1551 1272 1921 3153 3143 3662
100159825 310 283 343 342 703 580
100159826 21 15 27 32 8 7
100159827 874 662 341 682 931 1436
100159828 314 332 67 123 1016 778
100159829 521 441 1010 1608 1745 1987
100159830 0 0 0 0 0 0
100159832 1373 1113 879 1582 349 500
100159833 140 58 3145 3622 5546 4179
100159835 4414 2871 1291 1477 1920 1223
100159836 309 272 176 295 288 256
100159838 143 100 3 4 0 0
100159839 328 212 89 122 249 149
100159840 859 735 364 722 570 961
100159841 548 410 473 488 1911 1191
100159842 6 9 281 188 110 57
100159843 587 473 691 863 948 1052
100159845 2182 1736 1516 2468 3387 3061
100159847 841 628 498 773 758 903
100159848 286 267 157 309 220 273
100159849 3332 2781 4299 6382 8119 8356
100159850 58335 51669 26 19 26 29
100159851 1 1 1 4 13 15
100159852 1136 832 691 1689 1225 1718
100159853 1079 851 892 1192 1248 1342
100159854 5 3 1 2 0 2
100159855 70 61 86 140 165 104
100159856 1241 923 1730 2217 1232 1151
100159857 92 80 94 89 207 139
100159859 929 760 1009 1151 1786 1643
100159860 220 177 281 417 469 496
100159861 148 103 130 262 266 346
100159862 384 282 173 302 754 731
100159863 48 30 1 3 124 176
100159864 568 462 385 431 414 407
100159865 561 382 780 1156 655 567
100159868 206 131 7 9 277 198
100159869 67 69 229 282 279 259
100159870 547 388 401 480 560 424
100159871 98 70 271 386 190 136
100159872 1 4 98 130 892 573
100159875 553 453 927 1316 1383 1556
100159876 358 259 371 355 866 584
100159877 124 89 38 62 268 159
100159878 569 461 442 524 1292 685
100159880 367 221 298 680 778 814
100159883 0 1 210 161 20 18
100159884 781 671 1913 2218 2993 2370
100159885 221 160 58 100 341 252
100159886 2246 1748 311 413 342 273
100159887 71 26 1 0 3 1
100159888 1609 1197 1557 2623 1714 1878
100159889 86 61 11 18 277 184
100159890 5 3 0 0 0 0
100159892 1575 1272 1300 1833 1873 1810
100159893 257 194 240 287 306 313
100159894 31 29 20 18 39 23
100159895 95 72 11 14 104 84
100159897 93 72 10 39 32 58
100159898 54 47 17 42 17 27
100159899 448 321 1182 1650 1023 1024
100159900 95 51 17 23 1432 983
100159901 793 604 509 771 924 920
100159902 1408 996 133 208 550 481
100159903 178 115 96 170 126 111
100159904 593 543 811 1069 1064 1272
100159905 71 115 90 241 275 218
100159906 457 426 994 2468 1550 2292
100159910 340 327 235 506 304 481
100159911 4 1 1 0 0 0
100159913 6 4 589 612 12 13
100159914 0 3 0 0 195 165
100159915 1178 925 966 1134 1817 1455
100159916 143 96 8 14 114 97
100159917 0 1 0 0 0 1
100159918 76 74 632 1744 308 558
100159919 561 425 421 572 684 525
100159920 4 3 149 209 35 56
100159921 60 69 0 8 287 214
100159922 153 169 207 390 579 515
100159923 4 1 1 1 38 49
100159924 129 111 804 743 698 484
100159925 199 151 5 10 19 11
100159926 166 138 12 23 16 17
100159927 524 381 397 607 584 586
100159929 1632 1314 808 1529 2689 2715
100159930 28 11 4 6 45 38
100159931 570 443 767 1268 689 863
100159932 3707 3195 513 685 1090 954
100159933 10303 8745 2125 4024 5810 6705
100159934 3079 2337 1030 1890 1896 2368
100159935 10029 6570 1674 2690 8314 5775
100159936 78 63 13 22 264 169
100159937 844 692 215 256 1251 834
100159938 161 99 488 934 358 582
100159939 30537 24960 1322 1768 3378 2347
100159941 735 560 1087 2340 1737 2381
100159942 436 387 854 845 973 840
100159943 147 109 39 63 47 59
100159944 462 374 355 404 968 662
100159947 214 172 294 450 301 399
100159948 113 81 245 250 279 272
100159949 69 71 38 88 78 65
100159951 434 343 182 270 281 299
100159953 167386 138465 14987 23054 21660 23577
100159954 2291 1962 1621 2983 4232 4237
100159955 959 758 1592 2375 1074 1355
100159957 216 204 344 409 595 536
100159958 786 592 197 269 357 362
100159959 543 369 163 198 484 320
100159960 154 129 559 567 822 730
100159962 1004 779 667 832 761 815
100159963 0 2 1 0 14 8
100159964 93 80 8 13 10 9
100159965 1056 964 235 290 949 602
100159966 707 620 795 1023 1088 881
100159967 560 419 576 776 771 882
100159968 27 25 6 4 6229 3643
100159970 370 270 243 510 478 642
100159972 308 221 278 382 270 247
100159973 4 2 0 1 1 3
100159974 214 179 129 131 472 369
100159976 1473 1019 767 1200 879 873
100159977 9 6 4 24 15 23
100159978 6 8 0 0 1 1
100159979 157 92 363 365 319 292
100159980 53 97 269 713 310 422
100159981 943 741 1545 1666 2136 1480
100159982 163 154 383 550 276 328
100159983 78 63 96 115 25 30
100159984 67 59 59 79 101 76
100159985 825 763 209 540 583 897
100159986 394 330 924 1832 2035 2397
100159987 708 522 67 225 706 849
100159988 2407 2031 1401 1349 3201 1820
100159989 68 55 706 1089 320 205
100159990 278 207 267 267 410 331
100159991 313 303 46 105 364 457
100159992 314 266 246 299 442 418
100159993 164 153 240 321 180 193
100159994 313 263 890 855 1386 1082
100159995 512 363 1053 960 1390 994
100159996 796 696 121 320 363 460
100159997 580 478 1257 1203 1196 1026
100159998 0 0 0 0 0 1
100159999 0 0 0 1 0 0
100160001 655 467 456 992 759 1287
100160002 42 19 45 65 636 470
100160004 30 28 95 86 100 59
100160005 455 441 876 905 1993 1221
100160007 169 141 500 538 260 329
100160008 2488 2161 9177 9758 16838 11473
100160009 0 0 186 200 2 0
100160010 517 496 357 484 467 539
100160011 1020 738 69 58 409 214
100160012 1 1 1 0 7 4
100160013 292 261 422 443 801 568
100160014 370 274 792 843 545 549
100160016 498 388 297 313 1081 716
100160017 1079 924 1914 2394 5044 3666
100160018 682 546 328 551 491 722
100160019 1635 1185 211 436 2608 2373
100160020 415 292 1728 2358 2647 2420
100160021 248 230 111 169 181 181
100160022 60 60 917 1710 536 724
100160023 0 0 0 0 0 0
100160026 4756 4912 2369 4870 7032 8565
100160027 501 397 452 445 740 512
100160028 28 16 1 5 32 23
100160029 372 304 140 244 135 210
100160030 2377 1910 217 724 244 354
100160031 7 4 0 1 3 10
100160032 33701 28042 5953 8451 14988 10381
100160033 250 235 294 589 1350 1093
100160034 765 917 1057 1829 3914 3779
100160035 671 482 361 376 739 552
100160037 161 88 386 313 344 256
100160038 907 779 468 546 769 450
100160039 2903 2346 1601 2092 3319 2815
100160040 93 74 219 333 375 284
100160041 2812 2077 2199 2327 5189 3525
100160043 586 494 376 1123 675 1118
100160044 66 70 96 81 201 163
100160045 2250 1644 808 1194 1805 1417
100160046 12128 8376 2173 4473 5262 4467
100160047 994 844 517 861 1032 707
100160048 264 199 100 146 467 323
100160050 1581 1415 1906 2227 2992 2462
100160052 765 538 575 741 1768 1240
100160053 353 262 470 1256 664 1121
100160055 139 123 94 137 261 275
100160056 2380 1863 801 987 1715 1118
100160057 509 443 132 418 238 381
100160059 241 189 151 285 422 552
100160060 670 496 990 989 1751 1103
100160061 286 235 230 325 279 387
100160062 36 22 0 5 2 7
100160065 205 156 39 59 2324 2122
100160066 736 560 704 1168 721 866
100160070 7 7 0 0 0 0
100160071 0 0 0 0 0 0
100160072 27 13 37 53 79 40
100160073 621 413 199 162 682 379
100160074 34 27 415 466 419 301
100160075 838 547 396 929 800 1219
100160076 31 27 13 35 9 16
100160077 738 517 514 642 885 759
100160078 324 274 451 560 353 369
100160079 5636 4105 1850 2569 1172 828
100160080 1984 1559 1104 2403 1717 2287
100160081 1224 1013 148 190 1315 841
100160082 87 83 56 80 123 132
100160083 490 435 367 1156 521 985
100160084 177 116 452 645 645 651
100160085 0 0 59 59 6 16
100160086 286 234 251 582 255 413
100160087 1150 1631 2836 4962 1955 1891
100160088 2642 1922 570 689 1670 1013
100160089 707 471 569 770 1937 1279
100160090 22 18 3 8 6 3
100160092 57 48 54 69 1731 1166
100160094 136 123 218 459 132 294
100160095 1813 1490 797 954 1068 731
100160096 3 2 20 34 3 4
100160097 8157 5978 1999 3069 5383 3236
100160101 146 114 30 31 72 51
100160104 31 26 8870 8895 459 342
100160105 796 558 576 673 769 624
100160106 227 197 285 357 483 439
100160108 397 427 162 309 502 394
100160109 372 308 453 1046 637 1058
100160110 3626 2974 2666 3479 8637 4924
100160111 585 491 1189 1782 6048 4389
100160112 784 738 500 693 738 621
100160116 3383 2549 1177 1556 3306 2831
100160117 1 0 0 0 2 2
100160119 1474 1256 564 727 1037 791
100160120 148 128 206 402 279 233
100160121 17388 12614 882 2755 4737 7327
100160123 62 31 6 1 97 70
100160125 355 291 47 72 750 587
100160127 14 25 1 4 863 614
100160128 30 27 0 3 3 1
100160129 1971 1429 1239 1787 2221 2111
100160130 151 92 82 163 176 212
100160131 69 59 270 276 132 110
100160133 182 124 305 626 292 414
100160135 255 192 366 441 1311 946
100160136 168 180 609 1361 1068 1447
100160137 263 204 152 259 289 436
100160139 19408 16680 5733 8194 20240 16229
100160140 426 370 224 479 469 740
100160141 1184 986 600 1639 1025 1773
100160142 3134 2025 556 1257 959 1249
100160143 1631 1396 657 789 1191 763
100160144 2913 2493 2540 2455 6899 3983
100160145 529 389 200 279 285 281
100160146 286 249 549 973 815 1117
100160147 23 4 36 84 126 153
100160148 19 18 10 10 35 14
100160149 352 531 564 854 557 402
100160150 127 96 155 525 134 226
100160151 77 57 6 3 82 58
100160152 14 12 6 13 5918 3684
100160153 7990 6123 1336 2678 3927 4016
100160154 325 237 311 441 402 391
100160156 22 20 3 0 0 0
100160157 275 205 97 160 316 349
100160158 41 49 8 10 140 125
100160159 726 522 755 1294 1397 1985
100160160 275 249 590 706 315 328
100160161 525 357 19 83 121 155
100160162 1388 1165 984 1329 3133 2137
100160163 190 140 231 251 255 279
100160164 47 39 2 7 44 26
100160165 1834 1396 56 100 179 233
100160168 5904 4642 2036 3510 5202 3975
100160169 389 305 35 174 137 201
100160171 0 0 0 0 0 0
100160172 383 297 261 423 514 382
100160173 619 447 256 490 860 881
100160174 49 66 453 682 110 140
100160175 359 290 385 1044 468 752
100160176 1061 802 320 699 600 866
100160177 192 155 335 668 263 417
100160178 563 447 487 1269 623 922
100160179 925 732 418 710 615 722
100160180 2409 1920 1005 1221 2246 1481
100160181 284 246 401 618 529 759
100160182 528 456 607 807 791 790
100160183 62 69 24 20 11 7
100160184 1167 821 722 1057 1561 1449
100160185 11 6 4 6 26 11
100160186 290 202 440 712 348 538
100160187 4357 3417 361 493 2677 2009
